Trial,Subject,Color,Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time [ms],Sequence,Net Dwell Time [ms],Dwell Time [ms],Glance Duration [ms],Diversion Duration [ms],First Fixation Duration [ms],Glances Count,Revisits,Fixation Count,Appearance Count,Visible Time [ms],Visible Time [%],Net Dwell Time [%],Dwell Time [%],Fixation Time [ms],Fixation Time [%],Time to First Mouse Click [ms],
Trial006,P33,DarkKhaki,rh.avi,brown toy,,Local,3,126681,6.1,0,110996,793.8,34,4841.9,3990.3,4803.3,5333.2,199.8,9.0,8.0,15.0,1.0,39216.0,35.3,4.4,3.6,3458.3,3.1,-,
Trial005,P24,Coral,rh.avi,green toy,,Local,4,93726,4.5,0,111094,25803.5,130,1125.3,416.0,708.2,869.7,240.1,2.0,1.0,3.0,1.0,39216.0,35.3,1.0,0.4,388.0,0.3,-,
Trial005,P25,CornflowerBlue,rh.avi,green toy,,Local,4,93726,4.5,0,111076,5120.8,55,879.6,859.9,995.6,1143.7,135.9,3.0,2.0,3.0,1.0,39216.0,35.3,0.8,0.8,859.9,0.8,-,
Trial006,P26,Crimson,rh.avi,green toy,,Local,4,93726,4.5,0,111073,3570.5,45,1971.5,1823.7,2039.7,2267.7,711.8,3.0,2.0,3.0,1.0,39216.0,35.3,1.8,1.6,1823.7,1.6,-,
Trial008,P27,Cyan,rh.avi,green toy,,Local,4,93726,4.5,0,111108,477.4,26,2967.6,2744.6,3127.3,3566.2,264.0,6.0,5.0,9.0,1.0,39216.0,35.3,2.7,2.5,2662.4,2.4,-,
Trial005,P28,DarkBlue,rh.avi,green toy,,Local,4,93726,4.5,0,111031,20737.9,116,196.2,112.0,176.0,276.1,80.0,1.0,0.0,1.0,1.0,39216.0,35.3,0.2,0.1,80.0,0.1,-,
Trial005,P29,DarkCyan,rh.avi,green toy,,Local,4,93726,4.5,0,110994,8207.8,77,643.9,593.3,785.0,851.5,133.6,2.0,1.0,4.0,1.0,39216.0,35.3,0.6,0.5,514.1,0.5,-,
Trial005,P30,DarkGoldenrod,rh.avi,green toy,,Local,4,93726,4.5,0,111114,5131.0,56,802.8,687.8,934.2,978.2,167.8,3.0,2.0,3.0,1.0,39216.0,35.3,0.7,0.6,687.8,0.6,-,
Trial005,P31,DarkGray,rh.avi,green toy,,Local,4,93726,4.5,0,111034,731.8,32,1223.9,1099.9,1295.9,1443.7,220.0,2.0,1.0,3.0,1.0,39216.0,35.3,1.1,1.0,1067.9,1.0,-,
Trial005,P32,DarkGreen,rh.avi,green toy,,Local,4,93726,4.5,0,111049,9157.9,80,875.6,804.0,840.0,916.0,592.8,1.0,0.0,2.0,1.0,39216.0,35.3,0.8,0.7,728.8,0.7,-,
Trial006,P33,DarkKhaki,rh.avi,green toy,,Local,4,93726,4.5,0,110996,1469.5,38,845.8,627.8,833.9,1050.6,128.1,3.0,2.0,4.0,1.0,39216.0,35.3,0.8,0.6,575.8,0.5,-,
Trial005,P24,Coral,rh.avi,leg 1,,Local,5,39328,1.9,0,111094,15409.1,106,3560.3,3574.6,3910.5,4383.1,296.0,11.0,10.0,11.0,3.0,101893.0,91.7,3.2,3.2,3574.6,3.2,-,
Trial005,P25,CornflowerBlue,rh.avi,leg 1,,Local,5,39328,1.9,0,111076,309.6,19,3698.1,2295.3,2447.5,2735.5,455.9,5.0,4.0,7.0,3.0,101893.0,91.7,3.3,2.1,2247.9,2.0,-,
Trial006,P26,Crimson,rh.avi,leg 1,,Local,5,39328,1.9,0,111073,16000.4,108,15214.7,15429.8,16029.7,16681.2,1019.8,12.0,11.0,14.0,3.0,101893.0,91.7,13.7,13.9,15397.8,13.9,-,
Trial008,P27,Cyan,rh.avi,leg 1,,Local,5,39328,1.9,0,111108,4184.8,47,4813.2,3623.4,4069.2,4485.8,280.0,11.0,10.0,11.0,3.0,101893.0,91.7,4.3,3.3,3623.4,3.3,-,
Trial005,P28,DarkBlue,rh.avi,leg 1,,Local,5,39328,1.9,0,111031,15362.7,105,4670.5,3151.5,4182.5,4737.3,184.0,13.0,12.0,16.0,3.0,101893.0,91.8,4.2,2.8,2942.1,2.6,-,
Trial005,P29,DarkCyan,rh.avi,leg 1,,Local,5,39328,1.9,0,110994,14146.7,101,6613.8,7257.9,7710.0,8441.4,416.1,11.0,10.0,12.0,3.0,101893.0,91.8,6.0,6.5,7202.4,6.5,-,
Trial005,P30,DarkGoldenrod,rh.avi,leg 1,,Local,5,39328,1.9,0,111114,4235.1,48,11645.5,11494.8,12340.5,13415.9,492.0,22.0,21.0,24.0,3.0,101893.0,91.7,10.5,10.3,11426.8,10.3,-,
Trial005,P31,DarkGray,rh.avi,leg 1,,Local,5,39328,1.9,0,111034,8278.7,78,12372.3,10137.7,11371.7,12557.4,727.7,20.0,19.0,22.0,3.0,101893.0,91.8,11.1,9.1,9970.1,9.0,-,
Trial005,P32,DarkGreen,rh.avi,leg 1,,Local,5,39328,1.9,0,111049,4878.9,52,6104.9,6152.3,6636.3,7050.8,855.5,13.0,12.0,17.0,3.0,101893.0,91.8,5.5,5.5,5892.1,5.3,-,
Trial006,P33,DarkKhaki,rh.avi,leg 1,,Local,5,39328,1.9,0,110996,9780.2,84,7450.1,7105.9,8045.8,8927.5,232.0,18.0,17.0,24.0,3.0,101893.0,91.8,6.7,6.4,6822.6,6.1,-,
Trial005,P24,Coral,rh.avi,leg 2,,Local,6,32105,1.5,0,111094,4882.7,53,2611.3,2152.1,2520.2,2839.4,244.0,7.0,6.0,8.0,3.0,101893.0,91.7,2.4,1.9,2076.1,1.9,-,
Trial005,P25,CornflowerBlue,rh.avi,leg 2,,Local,6,32105,1.5,0,111076,20754.4,118,13092.4,15553.6,16221.5,16546.3,347.9,11.0,10.0,16.0,3.0,101893.0,91.7,11.8,14.0,15413.7,13.9,-,
Trial006,P26,Crimson,rh.avi,leg 2,,Local,6,32105,1.5,0,111073,7325.9,71,10037.4,8134.8,8506.8,8922.6,435.9,8.0,7.0,8.0,3.0,101893.0,91.7,9.0,7.3,8134.8,7.3,-,
Trial008,P27,Cyan,rh.avi,leg 2,,Local,6,32105,1.5,0,111108,221.4,13,7811.6,7638.2,8339.1,9282.8,180.0,20.0,19.0,21.0,3.0,101893.0,91.7,7.0,6.9,7606.2,6.8,-,
Trial005,P28,DarkBlue,rh.avi,leg 2,,Local,6,32105,1.5,0,111031,5928.3,59,9357.7,8661.6,9537.1,10375.0,163.9,19.0,18.0,30.0,3.0,101893.0,91.8,8.4,7.8,8352.0,7.5,-,
Trial005,P29,DarkCyan,rh.avi,leg 2,,Local,6,32105,1.5,0,110994,201.1,11,11547.9,11746.1,12500.3,13096.8,240.0,12.0,11.0,18.0,3.0,101893.0,91.8,10.4,10.6,11442.4,10.3,-,
Trial005,P30,DarkGoldenrod,rh.avi,leg 2,,Local,6,32105,1.5,0,111114,-,-,1236.0,0.0,79.8,79.8,0.0,0.0,-,0.0,3.0,101893.0,91.7,1.1,0.0,0.0,0.0,-,
Trial005,P31,DarkGray,rh.avi,leg 2,,Local,6,32105,1.5,0,111034,4899.0,54,14179.8,13386.7,14832.2,16422.9,252.5,30.0,29.0,34.0,3.0,101893.0,91.8,12.8,12.1,13220.1,11.9,-,
Trial005,P32,DarkGreen,rh.avi,leg 2,,Local,6,32105,1.5,0,111049,6522.4,63,4802.8,3560.0,3709.2,3933.2,395.8,6.0,5.0,7.0,3.0,101893.0,91.8,4.3,3.2,3437.8,3.1,-,
Trial006,P33,DarkKhaki,rh.avi,leg 2,,Local,6,32105,1.5,0,110996,14843.3,104,1267.6,853.4,953.5,1097.5,300.1,3.0,2.0,3.0,3.0,101893.0,91.8,1.1,0.8,853.4,0.8,-,
Trial005,P24,Coral,rh.avi,hand 2,,Local,7,17196,0.8,0,111094,70116.5,185,2161.6,951.7,1215.9,1403.9,176.0,4.0,3.0,5.0,3.0,101893.0,91.7,1.9,0.9,911.7,0.8,-,
Trial005,P25,CornflowerBlue,rh.avi,hand 2,,Local,7,17196,0.8,0,111076,26257.5,131,243.9,165.0,233.0,280.0,165.0,1.0,0.0,1.0,3.0,101893.0,91.7,0.2,0.1,165.0,0.1,-,
Trial006,P26,Crimson,rh.avi,hand 2,,Local,7,17196,0.8,0,111073,-,-,1296.4,0.0,52.0,52.0,0.0,0.0,-,0.0,3.0,101893.0,91.7,1.2,0.0,0.0,0.0,-,
Trial008,P27,Cyan,rh.avi,hand 2,,Local,7,17196,0.8,0,111108,5692.7,58,2029.9,1515.5,1739.5,1963.6,383.8,5.0,4.0,5.0,3.0,101893.0,91.7,1.8,1.4,1515.5,1.4,-,
Trial005,P28,DarkBlue,rh.avi,hand 2,,Local,7,17196,0.8,0,111031,33815.7,147,6322.9,2492.5,4170.3,4563.9,67.5,9.0,8.0,13.0,3.0,101893.0,91.8,5.7,2.2,2086.3,1.9,-,
Trial005,P29,DarkCyan,rh.avi,hand 2,,Local,7,17196,0.8,0,110994,66662.0,183,3632.1,1585.3,1685.3,1803.3,588.8,3.0,2.0,3.0,3.0,101893.0,91.8,3.3,1.4,1585.3,1.4,-,
Trial005,P30,DarkGoldenrod,rh.avi,hand 2,,Local,7,17196,0.8,0,111114,52287.4,173,799.6,591.9,591.9,687.9,347.9,2.0,1.0,2.0,3.0,101893.0,91.7,0.7,0.5,591.9,0.5,-,
Trial005,P31,DarkGray,rh.avi,hand 2,,Local,7,17196,0.8,0,111034,34970.3,148,4054.8,2723.5,2935.5,3231.9,267.9,6.0,5.0,6.0,3.0,101893.0,91.8,3.7,2.5,2723.5,2.5,-,
Trial005,P32,DarkGreen,rh.avi,hand 2,,Local,7,17196,0.8,0,111049,23395.6,125,5563.9,3710.9,4232.3,4563.0,787.8,10.0,9.0,11.0,3.0,101893.0,91.8,5.0,3.3,3565.9,3.2,-,
Trial006,P33,DarkKhaki,rh.avi,hand 2,,Local,7,17196,0.8,0,110996,70646.4,186,929.7,839.9,879.9,951.9,839.9,1.0,0.0,1.0,3.0,101893.0,91.8,0.8,0.8,839.9,0.8,-,
Trial005,P24,Coral,rh.avi,arm 2,,Local,8,14044,0.7,0,111094,27443.4,134,1815.6,1479.5,1555.5,1647.5,1219.6,2.0,1.0,2.0,3.0,101893.0,91.7,1.6,1.3,1479.5,1.3,-,
Trial005,P25,CornflowerBlue,rh.avi,arm 2,,Local,8,14044,0.7,0,111076,5.5,7,1204.0,1147.8,1227.9,1348.1,52.1,3.0,2.0,3.0,3.0,101893.0,91.7,1.1,1.0,1147.8,1.0,-,
Trial006,P26,Crimson,rh.avi,arm 2,,Local,8,14044,0.7,0,111073,-,-,123.9,0.0,0.0,0.0,0.0,0.0,-,0.0,3.0,101893.0,91.7,0.1,0.0,0.0,0.0,-,
Trial008,P27,Cyan,rh.avi,arm 2,,Local,8,14044,0.7,0,111108,62771.6,182,803.7,691.8,747.9,783.8,691.8,1.0,0.0,1.0,3.0,101893.0,91.7,0.7,0.6,691.8,0.6,-,
Trial005,P28,DarkBlue,rh.avi,arm 2,,Local,8,14044,0.7,0,111031,4868.4,51,28405.5,23034.0,25033.5,26112.1,496.3,35.0,34.0,81.0,3.0,101893.0,91.8,25.6,20.7,21893.0,19.7,-,
Trial005,P29,DarkCyan,rh.avi,arm 2,,Local,8,14044,0.7,0,110994,-,-,167.8,0.0,0.0,0.0,0.0,0.0,-,0.0,3.0,101893.0,91.8,0.2,0.0,0.0,0.0,-,
Trial005,P30,DarkGoldenrod,rh.avi,arm 2,,Local,8,14044,0.7,0,111114,-,-,30.6,0.0,0.0,0.0,0.0,0.0,-,0.0,3.0,101893.0,91.7,0.0,0.0,0.0,0.0,-,
Trial005,P31,DarkGray,rh.avi,arm 2,,Local,8,14044,0.7,0,111034,-,-,46.3,0.0,36.0,36.0,0.0,0.0,-,0.0,3.0,101893.0,91.8,0.0,0.0,0.0,0.0,-,
Trial005,P32,DarkGreen,rh.avi,arm 2,,Local,8,14044,0.7,0,111049,30522.5,139,1307.9,683.9,907.2,907.2,539.9,2.0,1.0,2.0,3.0,101893.0,91.8,1.2,0.6,652.0,0.6,-,
Trial006,P33,DarkKhaki,rh.avi,arm 2,,Local,8,14044,0.7,0,110996,-,-,122.7,0.0,0.0,0.0,0.0,0.0,-,0.0,3.0,101893.0,91.8,0.1,0.0,0.0,0.0,-,
Trial005,P24,Coral,rh.avi,hand 1,,Local,9,16891,0.8,0,111094,32642.4,145,2110.6,1495.8,1643.8,1887.9,619.8,4.0,3.0,5.0,3.0,101893.0,91.7,1.9,1.3,1471.9,1.3,-,
Trial005,P25,CornflowerBlue,rh.avi,hand 1,,Local,9,16891,0.8,0,111076,69462.8,184,999.1,680.0,680.0,711.9,680.0,1.0,0.0,1.0,3.0,101893.0,91.7,0.9,0.6,680.0,0.6,-,
Trial006,P26,Crimson,rh.avi,hand 1,,Local,9,16891,0.8,0,111073,30730.2,141,6949.2,4023.3,4367.3,4747.2,823.9,9.0,8.0,9.0,3.0,101893.0,91.7,6.3,3.6,3967.4,3.6,-,
Trial008,P27,Cyan,rh.avi,hand 1,,Local,9,16891,0.8,0,111108,28940.9,138,3308.3,3247.3,3547.2,4011.6,176.0,8.0,7.0,10.0,3.0,101893.0,91.7,3.0,2.9,3167.4,2.9,-,
Trial005,P28,DarkBlue,rh.avi,hand 1,,Local,9,16891,0.8,0,111031,36715.3,149,1011.2,243.8,655.0,787.0,132.0,2.0,1.0,2.0,3.0,101893.0,91.8,0.9,0.2,219.8,0.2,-,
Trial005,P29,DarkCyan,rh.avi,hand 1,,Local,9,16891,0.8,0,110994,19569.8,111,5547.0,4871.4,5199.5,5483.0,119.9,7.0,6.0,9.0,3.0,101893.0,91.8,5.0,4.4,4768.2,4.3,-,
Trial005,P30,DarkGoldenrod,rh.avi,hand 1,,Local,9,16891,0.8,0,111114,6842.6,65,4789.8,2476.0,2664.0,2892.0,64.4,5.0,4.0,6.0,3.0,101893.0,91.7,4.3,2.2,2432.1,2.2,-,
Trial005,P31,DarkGray,rh.avi,hand 1,,Local,9,16891,0.8,0,111034,28091.3,135,6122.3,4398.9,5073.3,5721.2,192.0,13.0,12.0,13.0,3.0,101893.0,91.8,5.5,4.0,4398.9,4.0,-,
Trial005,P32,DarkGreen,rh.avi,hand 1,,Local,9,16891,0.8,0,111049,28542.8,137,8155.6,7015.9,7641.1,8275.8,251.9,15.0,14.0,24.0,3.0,101893.0,91.8,7.3,6.3,6716.2,6.0,-,
Trial006,P33,DarkKhaki,rh.avi,hand 1,,Local,9,16891,0.8,0,110996,7052.7,68,3541.3,2276.1,3064.6,3478.2,127.9,8.0,7.0,10.0,3.0,101893.0,91.8,3.2,2.1,2142.8,1.9,-,
Trial005,P24,Coral,rh.avi,arm 1,,Local,10,15076,0.7,0,111094,62645.7,181,538.8,312.1,312.1,388.1,211.9,2.0,1.0,2.0,3.0,101893.0,91.7,0.5,0.3,312.1,0.3,-,
Trial005,P25,CornflowerBlue,rh.avi,arm 1,,Local,10,15076,0.7,0,111076,9412.3,82,6340.8,5646.8,6054.7,6598.3,199.8,11.0,10.0,15.0,3.0,101893.0,91.7,5.7,5.1,5462.8,4.9,-,
Trial006,P26,Crimson,rh.avi,arm 1,,Local,10,15076,0.7,0,111073,-,-,196.0,0.0,48.0,48.0,0.0,0.0,-,0.0,3.0,101893.0,91.7,0.2,0.0,0.0,0.0,-,
Trial008,P27,Cyan,rh.avi,arm 1,,Local,10,15076,0.7,0,111108,2.3,3,79.9,179.1,179.1,219.1,179.1,1.0,0.0,1.0,3.0,101893.0,91.7,0.1,0.2,179.1,0.2,-,
Trial005,P28,DarkBlue,rh.avi,arm 1,,Local,10,15076,0.7,0,111031,-,-,123.4,0.0,67.0,67.0,0.0,0.0,-,0.0,3.0,101893.0,91.8,0.1,0.0,0.0,0.0,-,
Trial005,P29,DarkCyan,rh.avi,arm 1,,Local,10,15076,0.7,0,110994,-,-,728.2,0.0,0.0,0.0,0.0,0.0,-,0.0,3.0,101893.0,91.8,0.7,0.0,0.0,0.0,-,
Trial005,P30,DarkGoldenrod,rh.avi,arm 1,,Local,10,15076,0.7,0,111114,38682.8,152,634.9,218.8,287.9,315.9,218.8,1.0,0.0,1.0,3.0,101893.0,91.7,0.6,0.2,218.8,0.2,-,
Trial005,P31,DarkGray,rh.avi,arm 1,,Local,10,15076,0.7,0,111034,100047.9,187,462.3,572.1,771.8,815.8,160.1,2.0,1.0,2.0,3.0,101893.0,91.8,0.4,0.5,572.1,0.5,-,
Trial005,P32,DarkGreen,rh.avi,arm 1,,Local,10,15076,0.7,0,111049,56978.3,179,693.1,827.8,1095.9,1185.7,280.0,4.0,3.0,4.0,3.0,101893.0,91.8,0.6,0.7,827.8,0.7,-,
Trial006,P33,DarkKhaki,rh.avi,arm 1,,Local,10,15076,0.7,0,110996,29.8,8,2742.9,2790.4,3050.6,3143.6,169.5,3.0,2.0,3.0,3.0,101893.0,91.8,2.5,2.5,2766.4,2.5,-,
Trial005,P24,Coral,rh.avi,head,,Local,11,29274,1.4,0,111094,763.4,33,52428.0,50312.4,52824.8,55336.5,156.0,59.0,58.0,94.0,3.0,101893.0,91.7,47.2,45.3,49400.7,44.5,-,
Trial005,P25,CornflowerBlue,rh.avi,head,,Local,11,29274,1.4,0,111076,-,-,180.5,0.0,47.0,47.0,0.0,0.0,-,0.0,3.0,101893.0,91.7,0.2,0.0,0.0,0.0,-,
Trial006,P26,Crimson,rh.avi,head,,Local,11,29274,1.4,0,111073,658.8,30,13136.2,13437.0,14009.3,14657.8,216.0,11.0,10.0,12.0,3.0,101893.0,91.7,11.8,12.1,13401.0,12.1,-,
Trial008,P27,Cyan,rh.avi,head,,Local,11,29274,1.4,0,111108,-,-,322.9,0.0,95.9,95.9,0.0,0.0,-,0.0,3.0,101893.0,91.7,0.3,0.0,0.0,0.0,-,
Trial005,P28,DarkBlue,rh.avi,head,,Local,11,29274,1.4,0,111031,5412.4,57,1171.4,432.4,844.7,872.4,160.2,2.0,1.0,3.0,3.0,101893.0,91.8,1.1,0.4,380.4,0.3,-,
Trial005,P29,DarkCyan,rh.avi,head,,Local,11,29274,1.4,0,110994,1.1,2,19731.4,23207.7,23880.7,24856.3,100.0,15.0,14.0,18.0,3.0,101893.0,91.8,17.8,20.9,23003.8,20.7,-,
Trial005,P30,DarkGoldenrod,rh.avi,head,,Local,11,29274,1.4,0,111114,3.8,5,33231.1,35562.1,36582.2,37799.4,116.5,29.0,28.0,40.0,3.0,101893.0,91.7,29.9,32.0,35051.9,31.5,-,
Trial005,P31,DarkGray,rh.avi,head,,Local,11,29274,1.4,0,111034,3.8,6,5212.2,3724.4,4344.3,4883.2,112.0,11.0,10.0,12.0,3.0,101893.0,91.8,4.7,3.4,3696.4,3.3,-,
Trial005,P32,DarkGreen,rh.avi,head,,Local,11,29274,1.4,0,111049,0.3,1,32664.7,31594.7,33185.4,35210.1,259.1,39.0,38.0,63.0,3.0,101893.0,91.8,29.4,28.5,30309.3,27.3,-,
Trial006,P33,DarkKhaki,rh.avi,head,,Local,11,29274,1.4,0,110996,6072.8,61,39603.5,43788.0,44923.8,46585.4,145.8,34.0,33.0,45.0,3.0,101893.0,91.8,35.7,39.5,43291.5,39.0,-,
Trial005,P24,Coral,rh.avi,torso,,Local,12,21715,1.0,0,111094,3.5,4,11157.9,8503.7,9127.1,10127.0,284.0,26.0,25.0,29.0,3.0,101893.0,91.7,10.0,7.7,8375.7,7.5,-,
Trial005,P25,CornflowerBlue,rh.avi,torso,,Local,12,21715,1.0,0,111076,12323.6,94,3232.0,2361.7,2633.8,2936.0,108.0,6.0,5.0,6.0,3.0,101893.0,91.7,2.9,2.1,2361.7,2.1,-,
Trial006,P26,Crimson,rh.avi,torso,,Local,12,21715,1.0,0,111073,495.0,28,19217.7,15428.8,16553.2,17525.7,123.8,21.0,20.0,24.0,3.0,101893.0,91.7,17.3,13.9,15236.6,13.7,-,
Trial008,P27,Cyan,rh.avi,torso,,Local,12,21715,1.0,0,111108,4848.6,50,12166.1,12738.3,13680.8,14707.7,312.0,22.0,21.0,27.0,3.0,101893.0,91.7,10.9,11.5,12642.4,11.4,-,
Trial005,P28,DarkBlue,rh.avi,torso,,Local,12,21715,1.0,0,111031,327.8,20,13179.9,10371.2,11919.4,12773.7,377.4,25.0,24.0,31.0,3.0,101893.0,91.8,11.9,9.3,10219.5,9.2,-,
