Trial,Subject,Color,Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time [ms],Sequence,Net Dwell Time [ms],Dwell Time [ms],Glance Duration [ms],Diversion Duration [ms],First Fixation Duration [ms],Glances Count,Revisits,Fixation Count,Appearance Count,Visible Time [ms],Visible Time [%],Net Dwell Time [%],Dwell Time [%],Fixation Time [ms],Fixation Time [%],Time to First Mouse Click [ms]
Trial005,P17,DarkGoldenrod,hh.avi,arm 1,,Local,7,4772,0.2,0,65185,372.4,28,15450.1,7786.3,7984.9,8313.2,507.5,7,6,7,5,52607,80.7,23.7,11.9,7786.3,11.9,-
Trial005,P17,DarkGoldenrod,hh.avi,hand 1,,Local,8,5887,0.3,0,65185,15561.5,123,3529.1,5498.9,5569.8,5741.9,123.9,2,1,2,4,58516,89.8,5.4,8.4,5498.9,8.4,-
Trial005,P17,DarkGoldenrod,hh.avi,hand 2,,Local,9,6087,0.3,0,65185,-,-,231.4,0,44.4,44.4,0,0,-,0,3,55778,85.6,0.4,0,0,0,-
Trial005,P17,DarkGoldenrod,hh.avi,arm 2,,Local,10,5006,0.2,0,65185,-,-,4,0,0,0,0,0,-,0,7,52541,80.6,0,0,0,0,-
Trial005,P17,DarkGoldenrod,hh.avi,torso,,Local,11,13014,0.6,0,65185,9474.3,107,3183.6,3111.4,3339.4,3452.9,2191.6,2,1,3,4,58749,90.1,4.9,4.8,3075.4,4.7,-
Trial005,P17,DarkGoldenrod,hh.avi,head,,Local,12,9975,0.5,0,65185,-,-,31.3,0,0,0,0,0,-,0,4,58749,90.1,0,0,0,0,-
Trial006,P17,DarkGoldenrod,rh.avi,speaker 2,,Local,1,259346,12.5,0,111141,42961.8,198,623.8,575.3,630.7,694.7,107.5,1,0,2,1,32006,28.8,0.6,0.5,507.3,0.5,-
Trial006,P17,DarkGoldenrod,rh.avi,speaker 1,,Local,2,248043,12,0,111141,47368.6,208,2271.3,1320.9,1588.8,1740.9,771.9,2,1,2,1,32006,28.8,2,1.2,1320.9,1.2,-
Trial006,P17,DarkGoldenrod,rh.avi,brown toy,,Local,3,126681,6.1,0,111141,22796.6,148,3450.7,3703.1,3898.9,3959,128,3,2,9,1,39216,35.3,3.1,3.3,3411.2,3.1,-
Trial006,P17,DarkGoldenrod,rh.avi,green toy,,Local,4,93726,4.5,0,111141,39005.9,190,268.2,398.9,398.9,398.9,398.9,1,0,1,1,39216,35.3,0.2,0.4,398.9,0.4,-
Trial006,P17,DarkGoldenrod,rh.avi,leg 1,,Local,5,39328,1.9,0,111141,0.5,1,28283.2,27720.3,29541.1,31558.5,223.9,33,32,47,3,101893,91.7,25.4,24.9,26837.9,24.1,-
Trial006,P17,DarkGoldenrod,rh.avi,leg 2,,Local,6,32105,1.5,0,111141,91057.3,240,2477.2,1810.8,2045.2,2290.8,87.9,4,3,5,3,101893,91.7,2.2,1.6,1782.8,1.6,-
Trial006,P17,DarkGoldenrod,rh.avi,hand 2,,Local,7,17196,0.8,0,111141,68665.2,237,1281.1,1606.3,1643.2,1846.1,1155.6,2,1,3,3,101893,91.7,1.2,1.4,1550.2,1.4,-
Trial006,P17,DarkGoldenrod,rh.avi,arm 2,,Local,8,14044,0.7,0,111141,-,-,51.1,0,0,0,0,0,-,0,3,101893,91.7,0,0,0,0,-
Trial006,P17,DarkGoldenrod,rh.avi,hand 1,,Local,9,16891,0.8,0,111141,28675.9,173,6494,7056.8,7636.2,8240.4,204,11,10,14,3,101893,91.7,5.8,6.3,6765.1,6.1,-
Trial006,P17,DarkGoldenrod,rh.avi,arm 1,,Local,10,15076,0.7,0,111141,10894.7,111,2607.8,1688.3,2154,2500.8,276,5,4,5,3,101893,91.7,2.3,1.5,1688.3,1.5,-
Trial006,P17,DarkGoldenrod,rh.avi,head,,Local,11,29274,1.4,0,111141,7055,95,7791.8,6802.3,7227.4,7527.4,704.1,6,5,9,3,101893,91.7,7,6.1,6691.2,6,-
Trial006,P17,DarkGoldenrod,rh.avi,torso,,Local,12,21715,1,0,111141,1612.3,52,19401.2,18093.6,19601.3,21501.3,200.9,28,27,35,3,101893,91.7,17.5,16.3,17745.5,16,-
Trial006,P18,DarkGreen,hh.avi,speaker 2,,Local,1,37128,1.8,0,65174,27165.3,162,199.7,180,251.9,311.9,180,1,0,1,1,13786,21.2,0.3,0.3,180,0.3,-
Trial006,P18,DarkGreen,hh.avi,speaker 1,,Local,2,39240,1.9,0,65174,27405.2,163,887.6,843.8,903.8,984,244,1,0,2,1,13786,21.2,1.4,1.3,816,1.3,-
Trial006,P18,DarkGreen,hh.avi,brown toy,,Local,3,16048,0.8,0,65174,4129.2,73,775.6,683.8,799.7,895.7,531.8,2,1,2,1,16590,25.5,1.2,1,683.8,1,-
Trial006,P18,DarkGreen,hh.avi,green toy,,Local,4,7876,0.4,0,65174,4717,81,225.1,202.6,298.5,394.4,150.6,2,1,2,1,16590,25.5,0.3,0.3,202.6,0.3,-
Trial006,P18,DarkGreen,hh.avi,leg 1,,Local,5,22568,1.1,0,65174,10188.1,108,1673.2,876.8,1064.7,1235.7,339.9,3,2,3,4,58516,89.8,2.6,1.3,876.8,1.3,-
Trial006,P18,DarkGreen,hh.avi,leg 2,,Local,6,19490,0.9,0,65174,10720,110,462.6,216,378.9,378.9,192,1,0,1,4,54610,83.8,0.7,0.3,192,0.3,-
Trial006,P18,DarkGreen,hh.avi,arm 1,,Local,7,4772,0.2,0,65174,5384.9,84,3761.7,1407.7,1675.1,1855.1,72,5,4,6,5,52607,80.7,5.8,2.2,1383.7,2.1,-
Trial006,P18,DarkGreen,hh.avi,hand 1,,Local,8,5887,0.3,0,65174,63731.2,231,1099.1,455.9,725.9,777.9,427.9,1,0,1,4,58516,89.8,1.7,0.7,427.9,0.7,-
Trial006,P18,DarkGreen,hh.avi,hand 2,,Local,9,6087,0.3,0,65174,-,-,597.3,0,195.6,195.6,0,0,-,0,3,55778,85.6,0.9,0,0,0,-
Trial006,P18,DarkGreen,hh.avi,arm 2,,Local,10,5006,0.2,0,65174,11667.8,112,725.1,320.2,416.2,463.7,56.3,2,1,2,7,52541,80.6,1.1,0.5,320.2,0.5,-
Trial006,P18,DarkGreen,hh.avi,torso,,Local,11,13014,0.6,0,65174,361.7,27,25143.1,24136.7,24788.8,25527.2,80,20,19,34,4,58749,90.1,38.6,37,23713.3,36.4,-
Trial006,P18,DarkGreen,hh.avi,head,,Local,12,9975,0.5,0,65174,41103,192,659.2,140,140,140,99.9,1,0,1,4,58749,90.1,1,0.2,99.9,0.2,-
Trial007,P18,DarkGreen,rh.avi,speaker 2,,Local,1,259346,12.5,0,111100,-,-,40,0,0,0,0,0,-,0,1,32006,28.8,0,0,0,0,-
Trial007,P18,DarkGreen,rh.avi,speaker 1,,Local,2,248043,12,0,111100,51158.2,218,1181.9,1110.7,1255.6,1567.5,80,4,3,5,1,32006,28.8,1.1,1,974.8,0.9,-
Trial007,P18,DarkGreen,rh.avi,brown toy,,Local,3,126681,6.1,0,111100,23258.8,152,6457.2,6284.4,6468.3,6756.3,496,4,3,14,1,39216,35.3,5.8,5.7,5658.8,5.1,-
Trial007,P18,DarkGreen,rh.avi,green toy,,Local,4,93726,4.5,0,111100,586.6,35,268,220,308,352,220,1,0,1,1,39216,35.3,0.2,0.2,220,0.2,-
Trial007,P18,DarkGreen,rh.avi,leg 1,,Local,5,39328,1.9,0,111100,2.7,2,13037.2,11320.7,11919.8,12858.5,283.9,18,17,21,3,101893,91.7,11.7,10.2,10927.2,9.8,-
Trial007,P18,DarkGreen,rh.avi,leg 2,,Local,6,32105,1.5,0,111100,18239.7,131,5462.4,4433.6,5085.1,5598.8,88,8,7,12,3,101893,91.7,4.9,4,4251.8,3.8,-
Trial007,P18,DarkGreen,rh.avi,hand 2,,Local,7,17196,0.8,0,111100,24116.8,156,4121.1,2851.5,3383.4,3693.7,673.7,8,7,10,3,101893,91.7,3.7,2.6,2755.6,2.5,-
Trial007,P18,DarkGreen,rh.avi,arm 2,,Local,8,14044,0.7,0,111100,-,-,334.7,0,135.6,135.6,0,0,-,0,3,101893,91.7,0.3,0,0,0,-
Trial007,P18,DarkGreen,rh.avi,hand 1,,Local,9,16891,0.8,0,111100,30937.4,177,4147.7,3833.5,4285.9,4822.5,204,8,7,9,3,101893,91.7,3.7,3.5,3761.5,3.4,-
Trial007,P18,DarkGreen,rh.avi,arm 1,,Local,10,15076,0.7,0,111100,6381.7,89,8192.6,13242.5,13927.6,14559.6,259.9,13,12,15,3,101893,91.7,7.4,11.9,13100.9,11.8,-
Trial007,P18,DarkGreen,rh.avi,head,,Local,11,29274,1.4,0,111100,31521.4,180,3103,3398.9,3998.3,4334.8,201.2,7,6,7,3,101893,91.7,2.8,3.1,3398.9,3.1,-
Trial007,P18,DarkGreen,rh.avi,torso,,Local,12,21715,1,0,111100,2978.2,62,24542.6,21946.7,24045.8,25441.1,391.8,25,24,38,3,101893,91.7,22.1,19.8,21129.4,19,-
Trial006,P19,DarkKhaki,hh.avi,speaker 2,,Local,1,37128,1.8,0,65187,-,-,0,0,0,0,0,0,-,0,1,13786,21.1,0,0,0,0,-
Trial006,P19,DarkKhaki,hh.avi,speaker 1,,Local,2,39240,1.9,0,65187,20602.7,139,5045,4592.1,4987.6,5469,144.4,7,6,15,1,13786,21.1,7.7,7,4063.2,6.2,-
Trial006,P19,DarkKhaki,hh.avi,brown toy,,Local,3,16048,0.8,0,65187,3945.4,72,2881.9,2727.2,2884.1,3131,583.9,4,3,5,1,16590,25.4,4.4,4.2,2699.5,4.1,-
Trial006,P19,DarkKhaki,hh.avi,green toy,,Local,4,7876,0.4,0,65187,2773.6,61,1288.6,1130,1298.1,1426.1,296,3,2,3,1,16590,25.4,2,1.7,1130,1.7,-
Trial006,P19,DarkKhaki,hh.avi,leg 1,,Local,5,22568,1.1,0,65187,56128.7,221,642.1,148,148,188,148,1,0,1,4,58516,89.8,1,0.2,148,0.2,-
Trial006,P19,DarkKhaki,hh.avi,leg 2,,Local,6,19490,0.9,0,65187,42990.9,199,1526.1,1300,1445.3,1613,231.9,3,2,4,4,54610,83.8,2.3,2,1252.2,1.9,-
Trial006,P19,DarkKhaki,hh.avi,arm 1,,Local,7,4772,0.2,0,65187,-,-,593.6,0,147.9,147.9,0,0,-,0,5,52607,80.7,0.9,0,0,0,-
Trial006,P19,DarkKhaki,hh.avi,hand 1,,Local,8,5887,0.3,0,65187,62575.6,229,1102.5,935.9,1147.9,1219.7,739.9,2,1,2,4,58516,89.8,1.7,1.4,935.9,1.4,-
Trial006,P19,DarkKhaki,hh.avi,hand 2,,Local,9,6087,0.3,0,65187,674,37,1010.9,647.8,791.7,887.8,199.9,2,1,2,3,55778,85.6,1.6,1,647.8,1,-
Trial006,P19,DarkKhaki,hh.avi,arm 2,,Local,10,5006,0.2,0,65187,-,-,300.8,0,0,0,0,0,-,0,7,52541,80.6,0.5,0,0,0,-
Trial006,P19,DarkKhaki,hh.avi,torso,,Local,11,13014,0.6,0,65187,4621.2,80,14829.9,15251.9,15863.3,16788.8,220,20,19,28,4,58749,90.1,22.7,23.4,14714.9,22.6,-
Trial006,P19,DarkKhaki,hh.avi,head,,Local,12,9975,0.5,0,65187,274,20,4424.5,1473.2,1995.8,2390.5,356,5,4,5,4,58749,90.1,6.8,2.3,1473.2,2.3,-
Trial007,P19,DarkKhaki,rh.avi,speaker 2,,Local,1,259346,12.5,0,111063,48061.5,209,861.8,792.6,820.5,820.5,76,1,0,2,1,32006,28.8,0.8,0.7,711.9,0.6,-
Trial007,P19,DarkKhaki,rh.avi,speaker 1,,Local,2,248043,12,0,111063,43018.4,200,6993,6483.2,6568.5,6776.3,220,4,3,9,1,32006,28.8,6.3,5.8,6276.5,5.7,-
Trial007,P19,DarkKhaki,rh.avi,brown toy,,Local,3,126681,6.1,0,111063,5916.6,87,10019.3,8914.6,9636.6,10395.8,180,14,13,23,1,39216,35.3,9,8,8611.1,7.8,-
Trial007,P19,DarkKhaki,rh.avi,green toy,,Local,4,93726,4.5,0,111063,9428,105,1291,1111.8,1273.8,1414.1,100,2,1,5,1,39216,35.3,1.2,1,1043.9,0.9,-
Trial007,P19,DarkKhaki,rh.avi,leg 1,,Local,5,39328,1.9,0,111063,1033.4,49,10022.4,7628.3,8460,8967,108,15,14,22,3,101893,91.7,9,6.9,7460.1,6.7,-
Trial007,P19,DarkKhaki,rh.avi,leg 2,,Local,6,32105,1.5,0,111063,3784.9,70,10477.5,10893.9,11568.5,12259.5,144.6,17,16,21,3,101893,91.7,9.4,9.8,10402.5,9.4,-
Trial007,P19,DarkKhaki,rh.avi,hand 2,,Local,7,17196,0.8,0,111063,67942.2,235,4838.3,3240.4,3468.6,3638.4,204,6,5,8,3,101893,91.7,4.4,2.9,3020.4,2.7,-
Trial007,P19,DarkKhaki,rh.avi,arm 2,,Local,8,14044,0.7,0,111063,-,-,80.6,0,0,0,0,0,-,0,3,101893,91.7,0.1,0,0,0,-
Trial007,P19,DarkKhaki,rh.avi,hand 1,,Local,9,16891,0.8,0,111063,28200.9,168,6352.5,6383.2,6660.6,7121.9,303.8,10,9,13,3,101893,91.7,5.7,5.7,6355.6,5.7,-
Trial007,P19,DarkKhaki,rh.avi,arm 1,,Local,10,15076,0.7,0,111063,19746.3,133,4184.8,6271.3,6495.8,6658.8,583.8,6,5,6,3,101893,91.7,3.8,5.6,6271.3,5.6,-
Trial007,P19,DarkKhaki,rh.avi,head,,Local,11,29274,1.4,0,111063,693.7,39,9620.7,9559.7,10470.9,11155.7,295.6,17,16,18,3,101893,91.7,8.7,8.6,9451.7,8.5,-
Trial007,P19,DarkKhaki,rh.avi,torso,,Local,12,21715,1,0,111063,117.5,7,20059.7,14510.3,15467.4,16599.8,156,25,24,32,3,101893,91.7,18.1,13.1,14223.7,12.8,-
Trial005,P20,DarkMagenta,hh.avi,speaker 2,,Local,1,37128,1.8,0,65126,-,-,0,0,0,0,0,0,-,0,1,13786,21.2,0,0,0,0,-
Trial005,P20,DarkMagenta,hh.avi,speaker 1,,Local,2,39240,1.9,0,65126,-,-,0,0,0,0,0,0,-,0,1,13786,21.2,0,0,0,0,-
Trial005,P20,DarkMagenta,hh.avi,brown toy,,Local,3,16048,0.8,0,65126,4228.3,74,3991.1,4060,4342.2,4658,236.1,6,5,6,1,16590,25.5,6.1,6.2,4060,6.2,-
Trial005,P20,DarkMagenta,hh.avi,green toy,,Local,4,7876,0.4,0,65126,6875.9,93,380.1,195.8,255.9,303.9,195.8,1,0,1,1,16590,25.5,0.6,0.3,195.8,0.3,-
Trial005,P20,DarkMagenta,hh.avi,leg 1,,Local,5,22568,1.1,0,65126,-,-,484.1,0,55.9,55.9,0,0,-,0,4,58516,89.8,0.7,0,0,0,-
Trial005,P20,DarkMagenta,hh.avi,leg 2,,Local,6,19490,0.9,0,65126,10611.2,109,939.9,1300,1340,1499.9,684,3,2,3,4,54610,83.9,1.4,2,1300,2,-
Trial005,P20,DarkMagenta,hh.avi,arm 1,,Local,7,4772,0.2,0,65126,31260,179,511.4,623.8,679.8,715.8,372,2,1,2,5,52607,80.8,0.8,1,559.8,0.9,-
Trial005,P20,DarkMagenta,hh.avi,hand 1,,Local,8,5887,0.3,0,65126,13910.6,118,565.1,84,84,120,56,1,0,1,4,58516,89.8,0.9,0.1,56,0.1,-
Trial005,P20,DarkMagenta,hh.avi,hand 2,,Local,9,6087,0.3,0,65126,21925.4,145,536.1,500,674.1,766,232.1,2,1,2,3,55778,85.6,0.8,0.8,500,0.8,-
Trial005,P20,DarkMagenta,hh.avi,arm 2,,Local,10,5006,0.2,0,65126,-,-,40,0,0,0,0,0,-,0,7,52541,80.7,0.1,0,0,0,-
Trial005,P20,DarkMagenta,hh.avi,torso,,Local,11,13014,0.6,0,65126,7119.7,96,3679.9,2747.6,3087.5,3167.5,236,3,2,5,4,58749,90.2,5.7,4.2,2619.6,4,-
Trial005,P20,DarkMagenta,hh.avi,head,,Local,12,9975,0.5,0,65126,256.9,17,28560.6,29984.5,30708.9,31519.4,1027.8,22,21,28,4,58749,90.2,43.9,46,29630,45.5,-
Trial006,P20,DarkMagenta,rh.avi,speaker 2,,Local,1,259346,12.5,0,110983,-,-,0,0,0,0,0,0,-,0,1,32006,28.8,0,0,0,0,-
Trial006,P20,DarkMagenta,rh.avi,speaker 1,,Local,2,248043,12,0,110983,45382.4,206,4,92.1,92.1,92.1,92.1,1,0,1,1,32006,28.8,0,0.1,92.1,0.1,-
Trial006,P20,DarkMagenta,rh.avi,brown toy,,Local,3,126681,6.1,0,110983,27933.2,166,5364.7,5461.9,5610.6,5874.8,355.9,7,6,21,1,39216,35.3,4.8,4.9,4658.9,4.2,-
Trial006,P20,DarkMagenta,rh.avi,green toy,,Local,4,93726,4.5,0,110983,-,-,0,0,0,0,0,0,-,0,1,39216,35.3,0,0,0,0,-
Trial006,P20,DarkMagenta,rh.avi,leg 1,,Local,5,39328,1.9,0,110983,15704.7,125,5077.7,3859.5,4127.7,4395.9,1847.8,5,4,5,3,101893,91.8,4.6,3.5,3811.5,3.4,-
Trial006,P20,DarkMagenta,rh.avi,leg 2,,Local,6,32105,1.5,0,110983,15704.7,124,2781.7,3439.5,3679.7,3851.6,1847.8,4,3,4,3,101893,91.8,2.5,3.1,3439.5,3.1,-
Trial006,P20,DarkMagenta,rh.avi,hand 2,,Local,7,17196,0.8,0,110983,33104.4,183,872,683.6,711.6,800.3,88,2,1,2,3,101893,91.8,0.8,0.6,631.5,0.6,-
Trial006,P20,DarkMagenta,rh.avi,arm 2,,Local,8,14044,0.7,0,110983,32012.6,181,724,284,284,324,284,1,0,1,3,101893,91.8,0.7,0.3,284,0.3,-
Trial006,P20,DarkMagenta,rh.avi,hand 1,,Local,9,16891,0.8,0,110983,28840.9,174,2473.3,2066.7,2510.3,2862.2,64.2,8,7,10,3,101893,91.8,2.2,1.9,1910.1,1.7,-
Trial006,P20,DarkMagenta,rh.avi,arm 1,,Local,10,15076,0.7,0,110983,2402.7,58,1163.1,443.8,642.9,718.9,95.9,3,2,4,3,101893,91.8,1,0.4,391.8,0.4,-
Trial006,P20,DarkMagenta,rh.avi,head,,Local,11,29274,1.4,0,110983,5.9,5,27629,23874.5,25741.1,27068.7,405,35,34,50,3,101893,91.8,24.9,21.5,22951.4,20.7,-
Trial006,P20,DarkMagenta,rh.avi,torso,,Local,12,21715,1,0,110983,750.9,41,11967.2,10455.9,11562.4,12151.6,224,18,17,23,3,101893,91.8,10.8,9.4,10195.2,9.2,-
Trial007,P21,DarkOliveGreen,hh.avi,speaker 2,,Local,1,37128,1.8,0,65092,23419.7,153,811.7,799.6,851.9,875.8,799.6,1,0,1,1,13786,21.2,1.2,1.2,799.6,1.2,-
Trial007,P21,DarkOliveGreen,hh.avi,speaker 1,,Local,2,39240,1.9,0,65092,23215.5,151,3053.5,2707.8,2878.5,3114.6,152,4,3,5,1,13786,21.2,4.7,4.2,2667.8,4.1,-
Trial007,P21,DarkOliveGreen,hh.avi,brown toy,,Local,3,16048,0.8,0,65092,794.9,46,3600.8,4103.1,4418.3,4818.4,256.1,8,7,8,1,16590,25.5,5.5,6.3,4103.1,6.3,-
Trial007,P21,DarkOliveGreen,hh.avi,green toy,,Local,4,7876,0.4,0,65092,3258.6,64,408.2,324.1,372.1,424,324.1,1,0,1,1,16590,25.5,0.6,0.5,324.1,0.5,-
Trial007,P21,DarkOliveGreen,hh.avi,leg 1,,Local,5,22568,1.1,0,65092,38988.9,189,1391.2,1123.1,1275.9,1500,164,5,4,5,4,58516,89.9,2.1,1.7,1123.1,1.7,-
Trial007,P21,DarkOliveGreen,hh.avi,leg 2,,Local,6,19490,0.9,0,65092,32526,182,1629,1415.7,1571.6,1683.7,384.1,3,2,5,4,54610,83.9,2.5,2.2,1338.9,2.1,-
Trial007,P21,DarkOliveGreen,hh.avi,arm 1,,Local,7,4772,0.2,0,65092,-,-,265.8,0,0,0,0,0,-,0,5,52607,80.8,0.4,0,0,0,-
Trial007,P21,DarkOliveGreen,hh.avi,hand 1,,Local,8,5887,0.3,0,65092,16488.6,128,484.2,683.8,683.8,735.8,683.8,1,0,1,4,58516,89.9,0.7,1.1,683.8,1.1,-
Trial007,P21,DarkOliveGreen,hh.avi,hand 2,,Local,9,6087,0.3,0,65092,8117.8,99,511.7,120,204,244,120,1,0,1,3,55778,85.7,0.8,0.2,120,0.2,-
Trial007,P21,DarkOliveGreen,hh.avi,arm 2,,Local,10,5006,0.2,0,65092,-,-,90,0,32,32,0,0,-,0,7,52541,80.7,0.1,0,0,0,-
Trial007,P21,DarkOliveGreen,hh.avi,torso,,Local,11,13014,0.6,0,65092,303.1,23,16171.7,16614.6,17086.7,17770.3,160,16,15,21,4,58749,90.3,24.8,25.5,16466.5,25.3,-
Trial007,P21,DarkOliveGreen,hh.avi,head,,Local,12,9975,0.5,0,65092,495.1,33,3939.8,2879.1,3163.4,3319.6,247.9,3,2,3,4,58749,90.3,6.1,4.4,2879.1,4.4,-
Trial008,P21,DarkOliveGreen,rh.avi,speaker 2,,Local,1,259346,12.5,0,110994,50456,216,132.1,80,135.7,163.7,80,1,0,1,1,32006,28.8,0.1,0.1,80,0.1,-
Trial008,P21,DarkOliveGreen,rh.avi,speaker 1,,Local,2,248043,12,0,110994,44149,201,1443.9,1359.9,1495.9,1676,152,3,2,4,1,32006,28.8,1.3,1.2,1303.9,1.2,-
Trial008,P21,DarkOliveGreen,rh.avi,brown toy,,Local,3,126681,6.1,0,110994,27651.6,164,7243.2,6980.5,7466.5,7856.9,695.9,6,5,10,1,39216,35.3,6.5,6.3,6756.3,6.1,-
Trial008,P21,DarkOliveGreen,rh.avi,green toy,,Local,4,93726,4.5,0,110994,-,-,0,0,0,0,0,0,-,0,1,39216,35.3,0,0,0,0,-
Trial008,P21,DarkOliveGreen,rh.avi,leg 1,,Local,5,39328,1.9,0,110994,16265.4,127,9052.3,7251.2,8115,8774.5,359.9,15,14,20,3,101893,91.8,8.2,6.5,6931.7,6.2,-
Trial008,P21,DarkOliveGreen,rh.avi,leg 2,,Local,6,32105,1.5,0,110994,4279.3,75,14554.6,14529.7,15819.2,17051.8,452.1,25,24,37,3,101893,91.8,13.1,13.1,13818.1,12.4,-
Trial008,P21,DarkOliveGreen,rh.avi,hand 2,,Local,7,17196,0.8,0,110994,68633.2,236,2492.8,2738.4,3030.4,3348.1,78.2,7,6,9,3,101893,91.8,2.2,2.5,2646.4,2.4,-
Trial008,P21,DarkOliveGreen,rh.avi,arm 2,,Local,8,14044,0.7,0,110994,72968.6,239,1003.7,84,248,287.9,60,1,0,1,3,101893,91.8,0.9,0.1,60,0.1,-
Trial008,P21,DarkOliveGreen,rh.avi,hand 1,,Local,9,16891,0.8,0,110994,20836.7,141,11430.1,11575.5,12488.1,13392.9,176,16,15,24,3,101893,91.8,10.3,10.4,11189.9,10.1,-
Trial008,P21,DarkOliveGreen,rh.avi,arm 1,,Local,10,15076,0.7,0,110994,36950.1,188,902.6,872,1028,1175.8,532,3,2,3,3,101893,91.8,0.8,0.8,872,0.8,-
Trial008,P21,DarkOliveGreen,rh.avi,head,,Local,11,29274,1.4,0,110994,455.9,31,13228.2,11815.5,12814.5,13680.5,312,15,14,23,3,101893,91.8,11.9,10.6,11380.1,10.3,-
Trial008,P21,DarkOliveGreen,rh.avi,torso,,Local,12,21715,1,0,110994,455.9,30,27316.4,25773.4,27757.5,29364.4,312,34,33,45,3,101893,91.8,24.6,23.2,25241.5,22.7,-
Trial005,P22,DarkOrange,hh.avi,speaker 2,,Local,1,37128,1.8,0,65209,20388.5,137,1663.9,1646.1,1690.1,1842,160.4,2,1,3,1,13786,21.1,2.6,2.5,1542.6,2.4,-
Trial005,P22,DarkOrange,hh.avi,speaker 1,,Local,2,39240,1.9,0,65209,21104.4,142,2903.2,2735.6,2807.6,2971.8,172,3,2,3,1,13786,21.1,4.5,4.2,2639.6,4,-
Trial005,P22,DarkOrange,hh.avi,brown toy,,Local,3,16048,0.8,0,65209,779.6,44,2955.6,2775.8,3111.4,3315.3,128,4,3,5,1,16590,25.4,4.5,4.3,2727.8,4.2,-
Trial005,P22,DarkOrange,hh.avi,green toy,,Local,4,7876,0.4,0,65209,-,-,76,0,0,0,0,0,-,0,1,16590,25.4,0.1,0,0,0,-
Trial005,P22,DarkOrange,hh.avi,leg 1,,Local,5,22568,1.1,0,65209,24479.8,157,191.5,268,268,304,268,1,0,1,4,58516,89.7,0.3,0.4,268,0.4,-
Trial005,P22,DarkOrange,hh.avi,leg 2,,Local,6,19490,0.9,0,65209,50796.4,217,599.4,571.3,732,840,495.3,2,1,2,4,54610,83.7,0.9,0.9,571.3,0.9,-
Trial005,P22,DarkOrange,hh.avi,arm 1,,Local,7,4772,0.2,0,65209,-,-,0,0,0,0,0,0,-,0,5,52607,80.7,0,0,0,0,-
Trial005,P22,DarkOrange,hh.avi,hand 1,,Local,8,5887,0.3,0,65209,29815.1,175,1056.8,2019.6,2059.7,2139.6,2019.6,1,0,1,4,58516,89.7,1.6,3.1,2019.6,3.1,-
Trial005,P22,DarkOrange,hh.avi,hand 2,,Local,9,6087,0.3,0,65209,9038.4,103,304.4,312,395.6,499.6,132,2,1,2,3,55778,85.5,0.5,0.5,312,0.5,-
Trial005,P22,DarkOrange,hh.avi,arm 2,,Local,10,5006,0.2,0,65209,8126.6,100,79,119.7,183.6,259.6,119.7,1,0,1,7,52541,80.6,0.1,0.2,119.7,0.2,-
Trial005,P22,DarkOrange,hh.avi,torso,,Local,11,13014,0.6,0,65209,36805.9,187,263.4,95.9,191.9,244,95.9,1,0,1,4,58749,90.1,0.4,0.1,95.9,0.1,-
Trial005,P22,DarkOrange,hh.avi,head,,Local,12,9975,0.5,0,65209,9466.2,106,19779.5,18280.1,20659.3,21779.8,472,20,19,43,4,58749,90.1,30.3,28,16740.3,25.7,-
Trial006,P22,DarkOrange,rh.avi,speaker 2,,Local,1,259346,12.5,0,111089,-,-,8,0,0,0,0,0,-,0,1,32006,28.8,0,0,0,0,-
Trial006,P22,DarkOrange,rh.avi,speaker 1,,Local,2,248043,12,0,111089,47237.1,207,8501.9,7691,7961.6,8121.6,348,3,2,11,1,32006,28.8,7.7,6.9,7163.9,6.4,-
Trial006,P22,DarkOrange,rh.avi,brown toy,,Local,3,126681,6.1,0,111089,2744.1,60,14745.1,13965.9,14645.5,15237.3,1499.8,12,11,15,1,39216,35.3,13.3,12.6,13905.9,12.5,-
Trial006,P22,DarkOrange,rh.avi,green toy,,Local,4,93726,4.5,0,111089,-,-,420.1,0,147.9,147.9,0,0,-,0,1,39216,35.3,0.4,0,0,0,-
Trial006,P22,DarkOrange,rh.avi,leg 1,,Local,5,39328,1.9,0,111089,42505.8,194,992,764.1,844,944.1,180.1,2,1,3,3,101893,91.7,0.9,0.7,668.1,0.6,-
Trial006,P22,DarkOrange,rh.avi,leg 2,,Local,6,32105,1.5,0,111089,4295.8,76,5959.5,4933.4,5316.1,5765.1,348.3,8,7,9,3,101893,91.7,5.4,4.4,4909.3,4.4,-
Trial006,P22,DarkOrange,rh.avi,hand 2,,Local,7,17196,0.8,0,111089,66362.1,234,1547.4,1211.8,1419.9,1499.8,1211.8,1,0,1,3,101893,91.7,1.4,1.1,1211.8,1.1,-
Trial006,P22,DarkOrange,rh.avi,arm 2,,Local,8,14044,0.7,0,111089,-,-,167.9,0,32,32,0,0,-,0,3,101893,91.7,0.2,0,0,0,-
Trial006,P22,DarkOrange,rh.avi,hand 1,,Local,9,16891,0.8,0,111089,30535.7,176,2223.4,1099.9,1375.8,1499.7,455.9,3,2,3,3,101893,91.7,2,1,1099.9,1,-
