Trial,Subject,Color,Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time [ms],Sequence,Net Dwell Time [ms],Dwell Time [ms],Glance Duration [ms],Diversion Duration [ms],First Fixation Duration [ms],Glances Count,Revisits,Fixation Count,Appearance Count,Visible Time [ms],Visible Time [%],Net Dwell Time [%],Dwell Time [%],Fixation Time [ms],Fixation Time [%],Time to First Mouse Click [ms],
Trial005,P01,Coral,hl.avi,hand 1,,Local,8,5725,0.3,0,68094,-,-,49.1,0.0,0.0,0.0,0.0,0.0,-,0.0,3.0,58916.0,86.5,0.1,0.0,0.0,0.0,-,
Trial005,P06,CornflowerBlue,hl.avi,hand 1,,Local,8,5725,0.3,0,68094,13453.2,71,1278.9,765.3,845.3,943.9,136.0,3.0,2.0,3.0,3.0,58916.0,86.5,1.9,1.1,765.3,1.1,-,
Trial005,P02,Crimson,hl.avi,hand 1,,Local,8,5725,0.3,0,68094,57672.1,126,1007.7,1004.3,1120.2,1271.8,512.3,3.0,2.0,3.0,3.0,58916.0,86.5,1.5,1.5,1004.3,1.5,-,
Trial005,P03,Cyan,hl.avi,hand 1,,Local,8,5725,0.3,0,68094,25835.7,88,1248.8,1143.7,1323.8,1467.8,244.0,4.0,3.0,5.0,3.0,58916.0,86.5,1.8,1.7,1143.7,1.7,-,
Trial005,P04,DarkBlue,hl.avi,hand 1,,Local,8,5725,0.3,0,68094,12879.8,69,2879.7,2355.5,2603.8,2883.9,287.9,6.0,5.0,6.0,3.0,58916.0,86.5,4.2,3.5,2355.5,3.5,-,
Trial005,P05,DarkCyan,hl.avi,hand 1,,Local,8,5725,0.3,0,68094,57871.5,128,1491.1,1723.8,1835.9,1927.9,236.0,2.0,1.0,2.0,3.0,58916.0,86.5,2.2,2.5,1723.8,2.5,-,
Trial005,P07,DarkGoldenrod,hl.avi,hand 1,,Local,8,5725,0.3,0,68094,12990.5,70,1477.3,450.1,492.0,600.0,366.1,2.0,1.0,2.0,3.0,58916.0,86.5,2.2,0.7,450.1,0.7,-,
Trial005,P01,Coral,hl.avi,hand 2,,Local,9,5902,0.3,0,68094,33018.3,104,354.0,217.4,261.4,356.1,73.4,2.0,1.0,2.0,3.0,58916.0,86.5,0.5,0.3,217.4,0.3,-,
Trial005,P06,CornflowerBlue,hl.avi,hand 2,,Local,9,5902,0.3,0,68094,31139.8,101,2567.8,4473.2,4664.3,4909.2,162.5,6.0,5.0,8.0,3.0,58916.0,86.5,3.8,6.6,4407.5,6.5,-,
Trial005,P02,Crimson,hl.avi,hand 2,,Local,9,5902,0.3,0,68094,32847.2,103,2640.2,2699.7,2874.9,3055.0,172.0,3.0,2.0,8.0,3.0,58916.0,86.5,3.9,4.0,2451.6,3.6,-,
Trial005,P03,Cyan,hl.avi,hand 2,,Local,9,5902,0.3,0,68094,16478.7,75,1899.7,3104.9,3374.0,3645.7,73.3,7.0,6.0,8.0,3.0,58916.0,86.5,2.8,4.6,3068.9,4.5,-,
Trial005,P04,DarkBlue,hl.avi,hand 2,,Local,9,5902,0.3,0,68094,4789.0,42,978.6,727.6,727.6,963.6,339.6,5.0,4.0,5.0,3.0,58916.0,86.5,1.4,1.1,671.6,1.0,-,
Trial005,P05,DarkCyan,hl.avi,hand 2,,Local,9,5902,0.3,0,68094,30699.4,99,3485.6,5170.8,5524.4,5804.5,191.6,6.0,5.0,10.0,3.0,58916.0,86.5,5.1,7.6,5038.5,7.4,-,
Trial005,P07,DarkGoldenrod,hl.avi,hand 2,,Local,9,5902,0.3,0,68094,28434.8,94,1530.2,1387.9,1630.9,1767.0,231.8,3.0,2.0,3.0,3.0,58916.0,86.5,2.2,2.0,1387.9,2.0,-,
Trial005,P01,Coral,hl.avi,arm 2,,Local,10,4861,0.2,0,68094,57222.9,124,426.6,260.0,260.0,260.0,260.0,1.0,0.0,1.0,3.0,58916.0,86.5,0.6,0.4,260.0,0.4,-,
Trial005,P06,CornflowerBlue,hl.avi,arm 2,,Local,10,4861,0.2,0,68094,49907.7,120,1237.3,624.2,756.0,905.2,68.1,4.0,3.0,4.0,3.0,58916.0,86.5,1.8,0.9,600.3,0.9,-,
Trial005,P02,Crimson,hl.avi,arm 2,,Local,10,4861,0.2,0,68094,52980.7,122,1215.9,1167.7,1343.8,1507.8,611.8,3.0,2.0,3.0,3.0,58916.0,86.5,1.8,1.7,1167.7,1.7,-,
Trial005,P03,Cyan,hl.avi,arm 2,,Local,10,4861,0.2,0,68094,39694.0,110,2386.9,1047.5,1443.2,1539.1,124.0,4.0,3.0,6.0,3.0,58916.0,86.5,3.5,1.5,991.4,1.5,-,
Trial005,P04,DarkBlue,hl.avi,arm 2,,Local,10,4861,0.2,0,68094,-,-,424.7,0.0,60.1,60.1,0.0,0.0,-,0.0,3.0,58916.0,86.5,0.6,0.0,0.0,0.0,-,
Trial005,P05,DarkCyan,hl.avi,arm 2,,Local,10,4861,0.2,0,68094,-,-,352.2,0.0,70.7,70.7,0.0,0.0,-,0.0,3.0,58916.0,86.5,0.5,0.0,0.0,0.0,-,
Trial005,P07,DarkGoldenrod,hl.avi,arm 2,,Local,10,4861,0.2,0,68094,12440.8,68,906.1,507.9,616.0,657.8,507.9,1.0,0.0,1.0,3.0,58916.0,86.5,1.3,0.7,507.9,0.7,-,
Trial005,P01,Coral,hl.avi,torso,,Local,11,13318,0.6,0,68094,56551.4,123,1117.3,587.5,671.6,735.6,179.5,2.0,1.0,2.0,3.0,58916.0,86.5,1.6,0.9,587.5,0.9,-,
Trial005,P06,CornflowerBlue,hl.avi,torso,,Local,11,13318,0.6,0,68094,276.8,7,8779.5,5866.9,6826.2,7277.1,82.5,11.0,10.0,14.0,3.0,58916.0,86.5,12.9,8.6,5762.9,8.5,-,
Trial005,P02,Crimson,hl.avi,torso,,Local,11,13318,0.6,0,68094,5726.6,45,4328.4,1360.7,2340.8,2795.6,108.0,8.0,7.0,8.0,3.0,58916.0,86.5,6.4,2.0,1360.7,2.0,-,
Trial005,P03,Cyan,hl.avi,torso,,Local,11,13318,0.6,0,68094,4702.2,40,8523.7,7047.6,7872.4,8401.4,92.0,15.0,14.0,19.0,3.0,58916.0,86.5,12.5,10.3,6939.6,10.2,-,
Trial005,P04,DarkBlue,hl.avi,torso,,Local,11,13318,0.6,0,68094,213.3,3,9399.8,6450.2,7804.4,8392.6,552.0,16.0,15.0,23.0,3.0,58916.0,86.5,13.8,9.5,6097.7,9.0,-,
Trial005,P05,DarkCyan,hl.avi,torso,,Local,11,13318,0.6,0,68094,7073.9,48,5061.0,2120.2,2344.1,2715.9,108.1,8.0,7.0,8.0,3.0,58916.0,86.5,7.4,3.1,2120.2,3.1,-,
Trial005,P07,DarkGoldenrod,hl.avi,torso,,Local,11,13318,0.6,0,68094,526.2,16,12033.5,7104.2,8221.8,8895.5,76.0,19.0,18.0,23.0,3.0,58916.0,86.5,17.7,10.4,6625.1,9.7,-,
Trial005,P01,Coral,hl.avi,head,,Local,12,9858,0.5,0,68094,38942.6,108,1010.2,687.5,977.5,1125.6,100.0,4.0,3.0,4.0,3.0,58916.0,86.5,1.5,1.0,687.5,1.0,-,
Trial005,P06,CornflowerBlue,hl.avi,head,,Local,12,9858,0.5,0,68094,383.4,14,6341.2,6280.2,6536.2,6930.9,351.8,8.0,7.0,8.0,3.0,58916.0,86.5,9.3,9.2,6280.2,9.2,-,
Trial005,P02,Crimson,hl.avi,head,,Local,12,9858,0.5,0,68094,363.4,12,27797.2,26776.3,27924.6,29670.6,347.8,26.0,25.0,28.0,3.0,58916.0,86.5,40.8,39.3,26572.3,39.0,-,
Trial005,P03,Cyan,hl.avi,head,,Local,12,9858,0.5,0,68094,6594.3,47,4517.5,3270.1,3695.1,4074.3,171.6,12.0,11.0,13.0,3.0,58916.0,86.5,6.6,4.8,3178.1,4.7,-,
Trial005,P04,DarkBlue,hl.avi,head,,Local,12,9858,0.5,0,68094,-,-,1803.3,0.0,348.0,348.0,0.0,0.0,-,0.0,3.0,58916.0,86.5,2.6,0.0,0.0,0.0,-,
Trial005,P05,DarkCyan,hl.avi,head,,Local,12,9858,0.5,0,68094,326.7,9,23393.7,23789.7,24481.7,25568.1,596.0,22.0,21.0,28.0,3.0,58916.0,86.5,34.4,34.9,23633.2,34.7,-,
Trial005,P07,DarkGoldenrod,hl.avi,head,,Local,12,9858,0.5,0,68094,8649.3,52,9265.2,7242.4,8001.7,8593.4,519.8,12.0,11.0,14.0,3.0,58916.0,86.5,13.6,10.6,7132.1,10.5,-,
Trial006,P01,Coral,rl.avi,speaker 2,,Local,1,259324,12.5,0,68094,-,-,11.6,0.0,0.0,0.0,0.0,0.0,-,0.0,1.0,25875.2,38.0,0.0,0.0,0.0,0.0,-,
Trial006,P06,CornflowerBlue,rl.avi,speaker 2,,Local,1,259324,12.5,0,68094,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,1.0,25875.2,38.0,0.0,0.0,0.0,0.0,-,
Trial006,P02,Crimson,rl.avi,speaker 2,,Local,1,259324,12.5,0,68094,57864.2,127,231.9,148.0,236.0,316.0,148.0,1.0,0.0,1.0,1.0,25875.2,38.0,0.3,0.2,148.0,0.2,-,
Trial006,P03,Cyan,rl.avi,speaker 2,,Local,1,259324,12.5,0,68094,46596.0,119,196.0,140.0,267.9,339.9,140.0,1.0,0.0,1.0,1.0,25875.2,38.0,0.3,0.2,140.0,0.2,-,
Trial006,P04,DarkBlue,rl.avi,speaker 2,,Local,1,259324,12.5,0,68094,-,-,4.1,0.0,0.0,0.0,0.0,0.0,-,0.0,1.0,25875.2,38.0,0.0,0.0,0.0,0.0,-,
Trial006,P05,DarkCyan,rl.avi,speaker 2,,Local,1,259324,12.5,0,68094,63463.5,131,369.8,351.9,398.3,454.2,151.9,1.0,0.0,2.0,1.0,25875.2,38.0,0.5,0.5,327.9,0.5,-,
Trial006,P07,DarkGoldenrod,rl.avi,speaker 2,,Local,1,259324,12.5,0,68094,50055.6,121,928.0,639.8,767.5,839.5,55.8,1.0,0.0,3.0,1.0,25875.2,38.0,1.4,0.9,531.8,0.8,-,
Trial006,P01,Coral,rl.avi,speaker 1,,Local,2,248043,12.0,0,68094,61441.4,130,184.0,110.5,174.5,198.5,110.5,1.0,0.0,1.0,1.0,25875.2,38.0,0.3,0.2,110.5,0.2,-,
Trial006,P06,CornflowerBlue,rl.avi,speaker 1,,Local,2,248043,12.0,0,68094,45174.3,118,1381.4,519.6,915.5,1087.5,136.0,2.0,1.0,3.0,1.0,25875.2,38.0,2.0,0.8,431.6,0.6,-,
Trial006,P02,Crimson,rl.avi,speaker 1,,Local,2,248043,12.0,0,68094,44437.9,117,571.7,496.0,622.9,690.8,172.0,2.0,1.0,2.0,1.0,25875.2,38.0,0.8,0.7,496.0,0.7,-,
Trial006,P03,Cyan,rl.avi,speaker 1,,Local,2,248043,12.0,0,68094,43064.4,115,1271.7,1096.6,1260.4,1521.5,80.0,4.0,3.0,5.0,1.0,25875.2,38.0,1.9,1.6,1056.6,1.6,-,
Trial006,P04,DarkBlue,rl.avi,speaker 1,,Local,2,248043,12.0,0,68094,42758.1,113,682.7,655.9,719.9,783.7,192.0,2.0,1.0,2.0,1.0,25875.2,38.0,1.0,1.0,655.9,1.0,-,
Trial006,P05,DarkCyan,rl.avi,speaker 1,,Local,2,248043,12.0,0,68094,42302.1,111,1471.8,1327.9,1503.8,1596.0,151.9,3.0,2.0,5.0,1.0,25875.2,38.0,2.2,2.0,1275.9,1.9,-,
Trial006,P07,DarkGoldenrod,rl.avi,speaker 1,,Local,2,248043,12.0,0,68094,44336.2,116,1535.5,1228.7,1435.4,1635.2,368.0,3.0,2.0,6.0,1.0,25875.2,38.0,2.3,1.8,1128.9,1.7,-,
Trial006,P01,Coral,rl.avi,brown toy,,Local,3,126681,6.1,0,68094,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,1.0,39216.0,57.6,0.0,0.0,0.0,0.0,-,
Trial006,P06,CornflowerBlue,rl.avi,brown toy,,Local,3,126681,6.1,0,68094,11695.5,62,8612.5,7356.3,8280.4,8790.3,328.0,9.0,8.0,23.0,1.0,39216.0,57.6,12.6,10.8,5405.4,7.9,-,
Trial006,P02,Crimson,rl.avi,brown toy,,Local,3,126681,6.1,0,68094,24052.4,83,5794.9,5003.8,5628.0,6139.4,84.0,7.0,6.0,15.0,1.0,39216.0,57.6,8.5,7.3,4505.8,6.6,-,
Trial006,P03,Cyan,rl.avi,brown toy,,Local,3,126681,6.1,0,68094,3157.4,32,5001.3,4582.1,4790.2,5167.3,375.9,6.0,5.0,11.0,1.0,39216.0,57.6,7.3,6.7,4370.1,6.4,-,
Trial006,P04,DarkBlue,rl.avi,brown toy,,Local,3,126681,6.1,0,68094,2551.1,29,8583.2,8654.3,9006.3,9410.3,172.0,6.0,5.0,12.0,1.0,39216.0,57.6,12.6,12.7,8254.4,12.1,-,
Trial006,P05,DarkCyan,rl.avi,brown toy,,Local,3,126681,6.1,0,68094,2662.9,30,7264.3,7080.6,7368.6,7731.1,92.0,9.0,8.0,11.0,1.0,39216.0,57.6,10.7,10.4,6992.5,10.3,-,
Trial006,P07,DarkGoldenrod,rl.avi,brown toy,,Local,3,126681,6.1,0,68094,637.6,17,11205.6,10708.1,11046.0,11466.8,172.0,10.0,9.0,15.0,1.0,39216.0,57.6,16.5,15.7,10516.0,15.4,-,
Trial006,P01,Coral,rl.avi,green toy,,Local,4,93726,4.5,0,68094,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,1.0,39216.0,57.6,0.0,0.0,0.0,0.0,-,
Trial006,P06,CornflowerBlue,rl.avi,green toy,,Local,4,93726,4.5,0,68094,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,1.0,39216.0,57.6,0.0,0.0,0.0,0.0,-,
Trial006,P02,Crimson,rl.avi,green toy,,Local,4,93726,4.5,0,68094,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,1.0,39216.0,57.6,0.0,0.0,0.0,0.0,-,
Trial006,P03,Cyan,rl.avi,green toy,,Local,4,93726,4.5,0,68094,1157.7,21,163.9,96.0,188.0,228.0,96.0,1.0,0.0,1.0,1.0,39216.0,57.6,0.2,0.1,96.0,0.1,-,
Trial006,P04,DarkBlue,rl.avi,green toy,,Local,4,93726,4.5,0,68094,8726.3,53,184.1,96.0,220.0,308.0,96.0,1.0,0.0,1.0,1.0,39216.0,57.6,0.3,0.1,96.0,0.1,-,
Trial006,P05,DarkCyan,rl.avi,green toy,,Local,4,93726,4.5,0,68094,9394.5,56,408.1,351.8,424.2,460.0,175.7,1.0,0.0,2.0,1.0,39216.0,57.6,0.6,0.5,323.9,0.5,-,
Trial006,P07,DarkGoldenrod,rl.avi,green toy,,Local,4,93726,4.5,0,68094,39160.8,109,507.7,440.0,600.0,652.0,440.0,1.0,0.0,1.0,1.0,39216.0,57.6,0.7,0.6,440.0,0.6,-,
Trial006,P01,Coral,rl.avi,leg 1,,Local,5,42015,2.0,0,68094,259.4,6,4177.1,2980.7,3287.1,3720.4,136.0,8.0,7.0,11.0,2.0,65091.2,95.6,6.1,4.4,2852.8,4.2,-,
Trial006,P06,CornflowerBlue,rl.avi,leg 1,,Local,5,42015,2.0,0,68094,12435.3,67,11986.2,9296.3,9929.7,10520.5,124.0,11.0,10.0,14.0,2.0,65091.2,95.6,17.6,13.7,9103.8,13.4,-,
Trial006,P02,Crimson,rl.avi,leg 1,,Local,5,42015,2.0,0,68094,4278.9,39,12963.9,10102.7,11938.4,13235.0,316.0,22.0,21.0,26.0,2.0,65091.2,95.6,19.0,14.8,9874.6,14.5,-,
Trial006,P03,Cyan,rl.avi,leg 1,,Local,5,42015,2.0,0,68094,19299.4,76,1070.0,429.3,618.4,671.0,76.1,2.0,1.0,2.0,2.0,65091.2,95.6,1.6,0.6,327.0,0.5,-,
