Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time Total [ms],Entry Time Average [ms],Entry Time STD [ms],Entry Time Maximum [ms],Entry Time Minimum [ms],Sequence,Net Dwell Time Total [ms],Net Dwell Time Average [ms],Net Dwell Time STD [ms],Net Dwell Time Maximum [ms],Net Dwell Time Minimum [ms],Dwell Time Total [ms],Dwell Time Average [ms],Dwell Time STD [ms],Dwell Time Maximum [ms],Dwell Time Minimum [ms],Glance Duration Total [ms],Glance Duration Average [ms],Glance Duration STD [ms],Glance Duration Maximum [ms],Glance Duration Minimum [ms],Diversion Duration Total [ms],Diversion Duration Average [ms],Diversion Duration STD [ms],Diversion Duration Maximum [ms],Diversion Duration Minimum [ms],First Fixation Duration Total [ms],First Fixation Duration Average [ms],First Fixation Duration STD [ms],First Fixation Duration Maximum [ms],First Fixation Duration Minimum [ms],Glances Count Total,Glances Count Average,Glances Count STD,Glances Count Maximum,Glances Count Minimum,Revisits Total,Revisits Average,Revisits STD,Revisits Maximum,Revisits Minimum,Fixation Count Total,Fixation Count Average,Fixation Count STD,Fixation Count Maximum,Fixation Count Minimum,Appearance Count Total,Appearance Count Average,Appearance Count STD,Appearance Count Maximum,Appearance Count Minimum,Visible Time Total [ms],Visible Time Average [ms],Visible Time STD [ms],Visible Time Maximum [ms],Visible Time Minimum [ms],Visible Time Total [%],Visible Time Average [%],Visible Time STD [%],Visible Time Maximum [%],Visible Time Minimum [%],Net Dwell Time Total [%],Net Dwell Time Average [%],Net Dwell Time STD [%],Net Dwell Time Maximum [%],Net Dwell Time Minimum [%],Dwell Time Total [%],Dwell Time Average [%],Dwell Time STD [%],Dwell Time Maximum [%],Dwell Time Minimum [%],Fixation Time Total [ms],Fixation Time Average [ms],Fixation Time STD [ms],Fixation Time Maximum [ms],Fixation Time Minimum [ms],Fixation Time Total [%],Fixation Time Average [%],Fixation Time STD [%],Fixation Time Maximum [%],Fixation Time Minimum [%],Subject Hit Count,Subject Hit Count [%],Revisitors Count,Time to First Mouse Click Total [ms],Time to First Mouse Click Average [ms],Time to First Mouse Click STD [ms],Time to First Mouse Click Maximum [ms],Time to First Mouse Click Minimum [ms],
hl.avi,speaker 2,,Local,1,37128,1.8,0,111212,126182.5,25236.5,5592.2,32503.8,19773.3,16,1475.4,210.8,133.8,343.9,0.0,1255.2,179.3,118.4,311.9,0.0,1523.6,217.7,141.6,367.9,0.0,1804.4,257.8,166.3,415.8,0.0,1255.2,179.3,34.0,311.9,199.6,5.0,0.7,0.5,1.0,0.0,4.0,-,-,0.0,-,5.0,0.7,0.5,1.0,0.0,7.0,1.0,0.0,1.0,1.0,96502.0,13786.0,0.0,13786.0,13786.0,141.2,20.2,0.0,20.2,20.2,2.2,0.3,0.2,0.5,0.0,1.8,0.3,0.2,0.5,0.0,1255.2,179.3,0.0,311.9,0.0,1.8,0.3,0.2,0.5,0.0,5.0,71.4,0.0,-,-,-,-,-,
hl.avi,speaker 1,,Local,2,39240,1.9,0,111212,96721.6,24180.4,3322.4,27475.8,20413.7,15,5250.0,750.0,999.6,3050.8,4.0,4395.1,627.9,839.0,2483.5,0.0,4782.4,683.2,881.5,2595.4,0.0,5250.1,750.0,941.9,2772.8,0.0,704.1,100.6,31.9,216.0,116.2,8.0,1.1,1.1,3.0,0.0,7.0,0.1,1.1,2.0,-,10.0,1.4,1.7,5.0,0.0,7.0,1.0,0.0,1.0,1.0,96502.0,13786.0,0.0,13786.0,13786.0,141.2,20.2,0.0,20.2,20.2,7.7,1.1,1.5,4.5,0.0,6.4,0.9,1.2,3.6,0.0,4307.1,615.3,0.0,2395.4,0.0,6.3,0.9,1.2,3.5,0.0,4.0,57.1,3.0,-,-,-,-,-,
hl.avi,brown toy,,Local,3,16048,0.8,0,111212,42173.3,7028.9,4464.6,12930.8,3531.5,6,12342.9,1763.3,1009.0,3599.2,0.0,12395.2,1770.7,1061.1,3640.5,0.0,13506.3,1929.5,1130.2,3912.6,0.0,14588.1,2084.0,1228.6,4226.8,0.0,3875.2,553.6,444.2,1296.3,123.9,19.0,2.7,1.7,5.0,0.0,18.0,1.7,1.7,4.0,-,22.0,3.1,2.2,7.0,0.0,7.0,1.0,0.0,1.0,1.0,116130.0,16590.0,0.0,16590.0,16590.0,170.0,24.3,0.0,24.3,24.3,18.1,2.6,1.5,5.3,0.0,18.1,2.6,1.6,5.3,0.0,12147.5,1735.4,0.0,3432.7,0.0,17.8,2.5,1.5,5.0,0.0,6.0,85.7,5.0,-,-,-,-,-,
hl.avi,green toy,,Local,4,7876,0.4,0,111212,5588.1,5588.1,0.0,5588.1,5588.1,4,150.2,21.5,49.4,142.3,0.0,255.9,36.6,89.6,255.9,0.0,255.9,36.6,89.6,255.9,0.0,303.9,43.4,106.3,303.9,0.0,255.9,36.6,0.0,255.9,255.9,1.0,0.1,0.3,1.0,0.0,0.0,-,-,0.0,-,1.0,0.1,0.3,1.0,0.0,7.0,1.0,0.0,1.0,1.0,116130.0,16590.0,0.0,16590.0,16590.0,170.0,24.3,0.0,24.3,24.3,0.2,0.0,0.1,0.2,0.0,0.4,0.1,0.1,0.4,0.0,255.9,36.6,0.0,255.9,0.0,0.4,0.1,0.1,0.4,0.0,1.0,14.3,0.0,-,-,-,-,-,
hl.avi,leg 1,,Local,5,22145,1.1,0,111212,97874.5,13982.1,9527.9,26747.9,1196.2,12,9879.7,1411.4,694.2,2447.3,638.0,9409.4,1344.2,802.5,2760.7,300.0,10796.5,1542.4,791.0,2961.1,448.7,12227.5,1746.8,888.8,3362.3,532.6,1480.0,211.4,153.8,568.1,96.0,28.0,4.0,1.8,7.0,2.0,27.0,3.0,1.8,6.0,1.0,30.0,4.3,1.7,7.0,2.0,21.0,3.0,0.0,3.0,3.0,412412.0,58916.0,0.0,58916.0,58916.0,603.6,86.2,0.1,86.3,86.1,14.5,2.1,1.0,3.6,0.9,13.8,2.0,1.2,4.0,0.4,9313.9,1330.6,0.0,2760.7,300.0,13.6,1.9,1.2,4.0,0.4,7.0,100.0,7.0,-,-,-,-,-,
hl.avi,leg 2,,Local,6,20144,1.0,0,111212,162840.2,23262.9,20721.5,61595.6,92.9,14,12842.4,1834.6,2210.3,7126.7,556.0,8613.4,1230.5,1644.1,5133.3,143.7,9702.3,1386.0,1707.2,5414.2,200.1,10766.0,1538.0,1833.3,5819.7,253.9,2067.2,295.3,190.3,703.8,95.9,22.0,3.1,3.3,10.0,1.0,21.0,2.1,3.3,9.0,0.0,23.0,3.3,3.6,11.0,1.0,28.0,4.0,0.0,4.0,4.0,404005.0,57715.0,0.0,57715.0,57715.0,591.2,84.5,0.1,84.6,84.4,18.8,2.7,3.2,10.4,0.8,12.6,1.8,2.4,7.5,0.2,8533.4,1219.1,0.0,5053.4,143.7,12.5,1.8,2.4,7.4,0.2,7.0,100.0,3.0,-,-,-,-,-,
hl.avi,arm 1,,Local,7,4571,0.2,0,111212,288799.3,57759.9,23583.9,58383.8,57318.9,24,2902.3,414.6,295.3,887.8,15.2,3336.1,476.6,511.1,1523.9,0.0,3478.1,496.9,506.9,1523.9,0.0,3698.3,528.3,511.8,1555.8,0.0,3336.1,476.6,472.6,1523.9,80.0,5.0,0.7,0.5,1.0,0.0,4.0,-,-,0.0,-,5.0,0.7,0.5,1.0,0.0,21.0,3.0,0.0,3.0,3.0,412412.0,58916.0,0.0,58916.0,58916.0,603.6,86.2,0.1,86.3,86.1,4.2,0.6,0.4,1.3,0.0,4.9,0.7,0.7,2.2,0.0,3336.1,476.6,0.0,1523.9,0.0,4.9,0.7,0.7,2.2,0.0,5.0,71.4,0.0,-,-,-,-,-,
hl.avi,hand 1,,Local,8,5725,0.3,0,111212,85518.0,21379.5,11614.5,36819.1,14194.4,13,4400.6,628.7,315.4,991.6,118.0,3437.2,491.0,516.1,1138.2,0.0,3979.6,568.5,562.2,1419.7,25.1,4427.1,632.4,635.3,1667.6,25.1,579.1,82.7,33.9,192.0,83.6,9.0,1.3,1.4,4.0,0.0,8.0,0.3,1.4,3.0,-,10.0,1.4,1.5,4.0,0.0,21.0,3.0,0.0,3.0,3.0,412412.0,58916.0,0.0,58916.0,58916.0,603.6,86.2,0.1,86.3,86.1,6.4,0.9,0.5,1.5,0.2,5.0,0.7,0.8,1.7,0.0,3401.0,485.9,0.0,1138.2,0.0,5.0,0.7,0.7,1.7,0.0,4.0,57.1,3.0,-,-,-,-,-,
hl.avi,hand 2,,Local,9,5902,0.3,0,111212,223364.5,37227.4,15414.2,56827.7,10903.2,17,9672.6,1381.8,886.9,2850.5,173.4,10794.9,1542.1,1098.7,3423.0,0.0,11931.6,1704.5,1176.6,3801.1,0.0,12605.5,1800.8,1222.5,4015.2,0.0,3181.0,454.4,574.4,1790.2,88.0,17.0,2.4,1.9,6.0,0.0,16.0,1.4,1.9,5.0,-,17.0,2.4,1.9,6.0,0.0,21.0,3.0,0.0,3.0,3.0,412412.0,58916.0,0.0,58916.0,58916.0,603.6,86.2,0.1,86.3,86.1,14.2,2.0,1.3,4.2,0.3,15.8,2.3,1.6,5.0,0.0,10762.9,1537.6,0.0,3423.0,0.0,15.8,2.3,1.6,5.0,0.0,6.0,85.7,4.0,-,-,-,-,-,
hl.avi,arm 2,,Local,10,4861,0.2,0,111212,44706.7,8941.3,7667.4,20469.2,295.3,10,19482.8,2783.3,3903.4,12187.7,106.1,18639.4,2662.8,5115.7,15135.3,0.0,19919.6,2845.7,5240.1,15577.3,0.0,20800.2,2971.5,5372.2,16015.4,0.0,979.8,140.0,127.3,432.0,52.0,27.0,3.9,4.8,15.0,0.0,26.0,2.9,4.8,14.0,-,30.0,4.3,5.2,16.0,0.0,21.0,3.0,0.0,3.0,3.0,412412.0,58916.0,0.0,58916.0,58916.0,603.6,86.2,0.1,86.3,86.1,28.5,4.1,5.7,17.8,0.2,27.3,3.9,7.5,22.1,0.0,18351.6,2621.7,0.0,15016.2,0.0,26.8,3.8,7.4,22.0,0.0,5.0,71.4,5.0,-,-,-,-,-,
