"","p_id","aoi","cond1","time","cond","age","gender","familiarity","ownARobo","ICA","manipulation","AAP","ica"
"276","P16","hand 2","robot",0.0217178805217238,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"277","P16","head","human",0.423983386951267,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"278","P16","head","robot",0.477440059670439,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"279","P16","leg 1","human",0.0222537425661358,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"280","P16","leg 1","robot",0.0366884869421844,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"281","P16","leg 2","human",0.000734297747665263,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"282","P16","leg 2","robot",0.0738892760052212,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"283","P16","speaker 1","human",0.085202379225301,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"284","P16","speaker 1","robot",0.0423014434793476,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"285","P16","speaker 2","human",0.0294501668359205,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"286","P16","speaker 2","robot",0.0420452415172155,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"287","P16","torso","human",0.00781119678632828,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"288","P16","torso","robot",0.0942164819958191,"high",27,"f",-2,1,-6,2,1,"MEDIUM"
"289","P17","arm 1","human",0.293689052787652,"high",19,"m",0,1,-7,2,-2,"LOW"
"290","P17","arm 1","robot",0.0255935147654893,"high",19,"m",0,1,-7,2,-2,"LOW"
"291","P17","arm 2","human",7.61310214879808e-05,"high",19,"m",0,1,-7,2,-2,"LOW"
"292","P17","arm 2","robot",0.000501506482290246,"high",19,"m",0,1,-7,2,-2,"LOW"
"293","P17","brown toy","human",0.0122905364677517,"high",19,"m",0,1,-7,2,-2,"LOW"
"294","P17","brown toy","robot",0.0879921460628315,"high",19,"m",0,1,-7,2,-2,"LOW"
"295","P17","green toy","human",0.000717299578059072,"high",19,"m",0,1,-7,2,-2,"LOW"
"296","P17","green toy","robot",0.0068390452876377,"high",19,"m",0,1,-7,2,-2,"LOW"
"297","P17","hand 1","human",0.0603100006835737,"high",19,"m",0,1,-7,2,-2,"LOW"
"298","P17","hand 1","robot",0.0637335243834218,"high",19,"m",0,1,-7,2,-2,"LOW"
"299","P17","hand 2","human",0.00414858904944602,"high",19,"m",0,1,-7,2,-2,"LOW"
"300","P17","hand 2","robot",0.0125729932380046,"high",19,"m",0,1,-7,2,-2,"LOW"
"301","P17","head","human",0.000532775025957889,"high",19,"m",0,1,-7,2,-2,"LOW"
"302","P17","head","robot",0.0764704150432316,"high",19,"m",0,1,-7,2,-2,"LOW"
"303","P17","leg 1","human",0.0560086130289152,"high",19,"m",0,1,-7,2,-2,"LOW"
"304","P17","leg 1","robot",0.277577458706682,"high",19,"m",0,1,-7,2,-2,"LOW"
"305","P17","leg 2","human",0.0240816700238052,"high",19,"m",0,1,-7,2,-2,"LOW"
"306","P17","leg 2","robot",0.0243117780416712,"high",19,"m",0,1,-7,2,-2,"LOW"
"307","P17","speaker 1","human",0.264565501233135,"high",19,"m",0,1,-7,2,-2,"LOW"
"308","P17","speaker 1","robot",0.0709648190964194,"high",19,"m",0,1,-7,2,-2,"LOW"
"309","P17","speaker 2","human",0,"high",19,"m",0,1,-7,2,-2,"LOW"
"310","P17","speaker 2","robot",0.0194900956070737,"high",19,"m",0,1,-7,2,-2,"LOW"
"311","P17","torso","human",0.0541898585507838,"high",19,"m",0,1,-7,2,-2,"LOW"
"312","P17","torso","robot",0.190407584426801,"high",19,"m",0,1,-7,2,-2,"LOW"
"313","P18","arm 1","human",0.0715056931587051,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"314","P18","arm 1","robot",0.0804039531665571,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"315","P18","arm 2","human",0.0138006509202337,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"316","P18","arm 2","robot",0.00328481838791674,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"317","P18","brown toy","human",0.0467510548523207,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"318","P18","brown toy","robot",0.164657282741738,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"319","P18","green toy","human",0.0135684147076552,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"320","P18","green toy","robot",0.00683394532843737,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"321","P18","hand 1","human",0.0187828969854399,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"322","P18","hand 1","robot",0.0407064273306312,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"323","P18","hand 2","human",0.0107085230736133,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"324","P18","hand 2","robot",0.0404453691617677,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"325","P18","head","human",0.0112206165211323,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"326","P18","head","robot",0.0304535149617736,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"327","P18","leg 1","human",0.0285938888509126,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"328","P18","leg 1","robot",0.127949908237072,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"329","P18","leg 2","human",0.00847097601171947,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"330","P18","leg 2","robot",0.0536091782556211,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"331","P18","speaker 1","human",0.0643841578412883,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"332","P18","speaker 1","robot",0.0369274511029182,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"333","P18","speaker 2","human",0.0144857101407225,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"334","P18","speaker 2","robot",0.00124976566893707,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"335","P18","torso","human",0.42797494425437,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"336","P18","torso","robot",0.240866399065687,"high",22,"m",-1,1,-1,1,0,"MEDIUM"
"337","P19","arm 1","human",0.0112836694736442,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"338","P19","arm 1","robot",0.0410705347766775,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"339","P19","arm 2","human",0.00572505281589616,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"340","P19","arm 2","robot",0.000791025880089898,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"341","P19","brown toy","human",0.173713080168776,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"342","P19","brown toy","robot",0.255490106079151,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"343","P19","green toy","human",0.0776732971669681,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"344","P19","green toy","robot",0.0329202366381069,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"345","P19","hand 1","human",0.0188410007519311,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"346","P19","hand 1","robot",0.062344812695671,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"347","P19","hand 2","human",0.0181236329735738,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"348","P19","hand 2","robot",0.0474841255042054,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"349","P19","head","human",0.0753119202028971,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"350","P19","head","robot",0.0944196362851226,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"351","P19","leg 1","human",0.010973067195297,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"352","P19","leg 1","robot",0.0983620072036352,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"353","P19","leg 2","human",0.0279454312396997,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"354","P19","leg 2","robot",0.102828457303249,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"355","P19","speaker 1","human",0.365950964746845,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"356","P19","speaker 1","robot",0.218490283071924,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"357","P19","speaker 2","human",0,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"358","P19","speaker 2","robot",0.0269262013372493,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"359","P19","torso","human",0.252428126436195,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"360","P19","torso","robot",0.196870246238701,"high",34,"m",0,1,-2,2,6,"MEDIUM"
"361","P20","arm 1","human",0.00972113977227365,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"362","P20","arm 1","robot",0.011414915646806,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"363","P20","arm 2","human",0.000761310214879808,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"364","P20","arm 2","robot",0.00710549301718469,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"365","P20","brown toy","human",0.240572634116938,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"366","P20","brown toy","robot",0.136798755609955,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"367","P20","green toy","human",0.0229113924050633,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"368","P20","green toy","robot",0,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"369","P20","hand 1","human",0.00965718777770183,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"370","P20","hand 1","robot",0.0242735025958604,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"371","P20","hand 2","human",0.00961131628957654,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"372","P20","hand 2","robot",0.00855799711462024,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"373","P20","head","human",0.486146147168462,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"374","P20","head","robot",0.271156998027342,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"375","P20","leg 1","human",0.00827295098776403,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"376","P20","leg 1","robot",0.0498336490239761,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"377","P20","leg 2","human",0.0172111334920344,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"378","P20","leg 2","robot",0.0273002070799761,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"379","P20","speaker 1","human",0,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"380","P20","speaker 1","robot",0.000124976566893707,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"381","P20","speaker 2","human",0,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"382","P20","speaker 2","robot",0,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"383","P20","torso","human",0.0626376619176497,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"384","P20","torso","robot",0.117448696181288,"high",20,"f",-1,1,-6,1,-2,"MEDIUM"
"385","P21","arm 1","human",0.00505255954530766,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"386","P21","arm 1","robot",0.00885831215098191,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"387","P21","arm 2","human",0.00171294798347957,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"388","P21","arm 2","robot",0.00985052947700038,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"389","P21","brown toy","human",0.21704641350211,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"390","P21","brown toy","robot",0.184700122399021,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"391","P21","green toy","human",0.0246051838456902,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"392","P21","green toy","robot",0,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"393","P21","hand 1","human",0.0082746599220726,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"394","P21","hand 1","robot",0.11217748029796,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"395","P21","hand 2","human",0.00917386783319588,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"396","P21","hand 2","robot",0.0244648798249144,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"397","P21","head","human",0.0670615670053958,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"398","P21","head","robot",0.129824423660114,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"399","P21","leg 1","human",0.0237746941007588,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"400","P21","leg 1","robot",0.0888412354136202,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"401","P21","leg 2","human",0.0298297015198682,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"402","P21","leg 2","robot",0.142842000922536,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"403","P21","speaker 1","human",0.221492818801683,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"404","P21","speaker 1","robot",0.045113416234456,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"405","P21","speaker 2","human",0.0588785724648194,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"406","P21","speaker 2","robot",0.00412735112166469,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"407","P21","torso","human",0.275267664130453,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"408","P21","torso","robot",0.268089073832354,"high",19,"f",0,2,-3,0,-2,"MEDIUM"
"409","P22","arm 1","human",0,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"410","P22","arm 1","robot",0.000589834434161326,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"411","P22","arm 2","human",0.00150358767438762,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"412","P22","arm 2","robot",0.00164780701323938,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"413","P22","brown toy","human",0.178155515370705,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"414","P22","brown toy","robot",0.375997042023664,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"415","P22","green toy","human",0.00458107293550331,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"416","P22","green toy","robot",0.0107124643002856,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"417","P22","hand 1","human",0.0180600177729168,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"418","P22","hand 1","robot",0.0218209297989067,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"419","P22","hand 2","human",0.00545734877550289,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"420","P22","hand 2","robot",0.0151865191917011,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"421","P22","head","human",0.336678071116104,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"422","P22","head","robot",0.361815826406132,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"423","P22","leg 1","human",0.00327260920090232,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"424","P22","leg 1","robot",0.00973570313956798,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"425","P22","leg 2","human",0.0109760117194653,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"426","P22","leg 2","robot",0.0584878254639671,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"427","P22","speaker 1","human",0.210590454083853,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"428","P22","speaker 1","robot",0.265634568518403,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"429","P22","speaker 2","human",0.120694907877557,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"430","P22","speaker 2","robot",0.000249953133787415,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"431","P22","torso","human",0.00448348056988204,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"432","P22","torso","robot",0.0434377238868225,"high",37,"m",-1,1,-4,2,-1,"MEDIUM"
"433","P23","arm 1","human",0.000228106525747524,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"434","P23","arm 1","robot",0.00549792429313103,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"435","P23","arm 2","human",0.0113359090995603,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"436","P23","arm 2","robot",0.0217855986181583,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"437","P23","brown toy","human",0.161754068716094,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"438","P23","brown toy","robot",0.140220828233374,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"439","P23","green toy","human",0.045877034358047,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"440","P23","green toy","robot",0.000815993472052224,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"441","P23","hand 1","human",0.00746291612550414,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"442","P23","hand 1","robot",0.0286162935628552,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"443","P23","hand 2","human",0.0446914554125282,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"444","P23","hand 2","robot",0.046603790250557,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"445","P23","head","human",0.251602580469455,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"446","P23","head","robot",0.334746253422708,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"447","P23","leg 1","human",0.00956319639073074,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"448","P23","leg 1","robot",0.0647335930829399,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"449","P23","leg 2","human",0.00469327961911738,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"450","P23","leg 2","robot",0.0720069092086797,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"451","P23","speaker 1","human",0.0258087915276367,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"452","P23","speaker 1","robot",0.0188745860151222,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"453","P23","speaker 2","human",0.0321920789206441,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"454","P23","speaker 2","robot",0.00866712491407861,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"455","P23","torso","human",0.0297554000919165,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"456","P23","torso","robot",0.183530762662793,"high",34,"f",-1,3,-2,1,-5,"MEDIUM"
"457","P24","arm 1","human",0.000526545896933868,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"458","P24","arm 1","robot",0.00528790005201535,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"459","P24","arm 2","human",0.000531013874878666,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"460","P24","arm 2","robot",0.0178186921574593,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"461","P24","brown toy","human",0.0501808318264014,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"462","P24","brown toy","robot",0.115521725826193,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"463","P24","green toy","human",0.0183242917420133,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"464","P24","green toy","robot",0.0286949204406365,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"465","P24","hand 1","human",0.00170893430856518,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"466","P24","hand 1","robot",0.0207138861354558,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"467","P24","hand 2","human",0.00467030011832622,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"468","P24","hand 2","robot",0.0212144111960586,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"469","P24","head","human",0.599325945973548,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"470","P24","head","robot",0.514539762299667,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"471","P24","leg 1","human",0.0198988310889329,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"472","P24","leg 1","robot",0.034941556338512,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"473","P24","leg 2","human",0.0331605932979308,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"474","P24","leg 2","robot",0.0256278645245503,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"475","P24","speaker 1","human",0.00816770636877992,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"476","P24","speaker 1","robot",0.068480909829407,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"477","P24","speaker 2","human",0.000580298853909764,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"478","P24","speaker 2","robot",0.0228582140848591,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"479","P24","torso","human",0.0267510936356363,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"480","P24","torso","robot",0.109506050464703,"high",19,"f",-1,3,-4,-1,-4,"MEDIUM"
"481","P25","arm 1","human",0.141304389149733,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"482","P25","arm 1","robot",0.0622299863582385,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"483","P25","arm 2","human",0,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"484","P25","arm 2","robot",0.0118163171169757,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"485","P25","brown toy","human",0.00528631705846896,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"486","P25","brown toy","robot",0.301468788249694,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"487","P25","green toy","human",0,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"488","P25","green toy","robot",0.0224296205630355,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"489","P25","hand 1","human",0.0283512201790963,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"490","P25","hand 1","robot",0.00980538407937739,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"491","P25","hand 2","human",0.0130427767220051,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"492","P25","hand 2","robot",0.00239368749570628,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"493","P25","head","human",0,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"494","P25","head","robot",0.00177146614585889,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"495","P25","leg 1","human",0.0122291339120924,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"496","P25","leg 1","robot",0.036293955423827,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"497","P25","leg 2","human",0.11647134224501,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"498","P25","leg 2","robot",0.128491653008548,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"499","P25","speaker 1","human",0.0588713187291455,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"500","P25","speaker 1","robot",0.560185590201837,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"501","P25","speaker 2","human",0.0211809081677064,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"502","P25","speaker 2","robot",0.0781853402487034,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"503","P25","torso","human",0.0656351597474,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"504","P25","torso","robot",0.0317195489385924,"high",23,"m",-1,2,-3,1,6,"MEDIUM"
"505","P26","arm 1","human",0.00395764822171954,"high",18,"m",-2,1,4,1,7,"HIGH"
"506","P26","arm 1","robot",0.00192358650741464,"high",18,"m",-2,1,4,1,7,"HIGH"
"507","P26","arm 2","human",0.0353856987876135,"high",18,"m",-2,1,4,1,7,"HIGH"
"508","P26","arm 2","robot",0.00121598147075854,"high",18,"m",-2,1,4,1,7,"HIGH"
"509","P26","brown toy","human",0.0980952380952381,"high",18,"m",-2,1,4,1,7,"HIGH"
"510","P26","brown toy","robot",0.227294981640147,"high",18,"m",-2,1,4,1,7,"HIGH"
"511","P26","green toy","human",0.0824593128390597,"high",18,"m",-2,1,4,1,7,"HIGH"
"512","P26","green toy","robot",0.0502728478172175,"high",18,"m",-2,1,4,1,7,"HIGH"
"513","P26","hand 1","human",0.00225408435299747,"high",18,"m",-2,1,4,1,7,"HIGH"
"514","P26","hand 1","robot",0.0682009559047236,"high",18,"m",-2,1,4,1,7,"HIGH"
"515","P26","hand 2","human",0.0180752267919251,"high",18,"m",-2,1,4,1,7,"HIGH"
"516","P26","hand 2","robot",0.0127231507561854,"high",18,"m",-2,1,4,1,7,"HIGH"
"517","P26","head","human",0.236247425488093,"high",18,"m",-2,1,4,1,7,"HIGH"
"518","P26","head","robot",0.128921515707654,"high",18,"m",-2,1,4,1,7,"HIGH"
"519","P26","leg 1","human",0.0727800943331738,"high",18,"m",-2,1,4,1,7,"HIGH"
"520","P26","leg 1","robot",0.149320365481436,"high",18,"m",-2,1,4,1,7,"HIGH"
"521","P26","leg 2","human",0.0170701336751511,"high",18,"m",-2,1,4,1,7,"HIGH"
"522","P26","leg 2","robot",0.0985092204567536,"high",18,"m",-2,1,4,1,7,"HIGH"
"523","P26","speaker 1","human",0.00928478166255622,"high",18,"m",-2,1,4,1,7,"HIGH"
"524","P26","speaker 1","robot",0.107501718427795,"high",18,"m",-2,1,4,1,7,"HIGH"
"525","P26","speaker 2","human",0,"high",18,"m",-2,1,4,1,7,"HIGH"
"526","P26","speaker 2","robot",0.0568580891082922,"high",18,"m",-2,1,4,1,7,"HIGH"
"527","P26","torso","human",0.218327120461625,"high",18,"m",-2,1,4,1,7,"HIGH"
"528","P26","torso","robot",0.188606675630318,"high",18,"m",-2,1,4,1,7,"HIGH"
"529","P27","arm 1","human",0.00120706369874731,"high",23,"m",1,1,-7,2,2,"LOW"
"530","P27","arm 1","robot",0.000784155928277703,"high",23,"m",1,1,-7,2,2,"LOW"
"531","P27","arm 2","human",0.034026760054053,"high",23,"m",1,1,-7,2,2,"LOW"
"532","P27","arm 2","robot",0.00788768610208748,"high",23,"m",1,1,-7,2,2,"LOW"
"533","P27","brown toy","human",0.332694394213382,"high",23,"m",1,1,-7,2,2,"LOW"
"534","P27","brown toy","robot",0.524428804569563,"high",23,"m",1,1,-7,2,2,"LOW"
"535","P27","green toy","human",0,"high",23,"m",1,1,-7,2,2,"LOW"
"536","P27","green toy","robot",0.0756731946144431,"high",23,"m",1,1,-7,2,2,"LOW"
"537","P27","hand 1","human",0.0126990908469478,"high",23,"m",1,1,-7,2,2,"LOW"
"538","P27","hand 1","robot",0.0324683736861217,"high",23,"m",1,1,-7,2,2,"LOW"
"539","P27","hand 2","human",0.0503442217361684,"high",23,"m",1,1,-7,2,2,"LOW"
"540","P27","hand 2","robot",0.0199218788336785,"high",23,"m",1,1,-7,2,2,"LOW"
"541","P27","head","human",0.00333792915624096,"high",23,"m",1,1,-7,2,2,"LOW"
"542","P27","head","robot",0.00316901062879688,"high",23,"m",1,1,-7,2,2,"LOW"
"543","P27","leg 1","human",0.0377076355184907,"high",23,"m",1,1,-7,2,2,"LOW"
"544","P27","leg 1","robot",0.0472377886606538,"high",23,"m",1,1,-7,2,2,"LOW"
"545","P27","leg 2","human",0.0537630470609778,"high",23,"m",1,1,-7,2,2,"LOW"
"546","P27","leg 2","robot",0.076664736537348,"high",23,"m",1,1,-7,2,2,"LOW"
"547","P27","speaker 1","human",0.361482663571739,"high",23,"m",1,1,-7,2,2,"LOW"
"548","P27","speaker 1","robot",0.537096169468225,"high",23,"m",1,1,-7,2,2,"LOW"
"549","P27","speaker 2","human",0.0858479617002756,"high",23,"m",1,1,-7,2,2,"LOW"
"550","P27","speaker 2","robot",0.134787227394863,"high",23,"m",1,1,-7,2,2,"LOW"
"551","P27","torso","human",0.218361163594274,"high",23,"m",1,1,-7,2,2,"LOW"
"552","P27","torso","robot",0.119400743917639,"high",23,"m",1,1,-7,2,2,"LOW"
"553","P28","arm 1","human",0.00152451194707929,"high",18,"f",-1,1,1,0,-2,"MEDIUM"
