Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time Total [ms],Entry Time Average [ms],Entry Time STD [ms],Entry Time Maximum [ms],Entry Time Minimum [ms],Sequence,Net Dwell Time Total [ms],Net Dwell Time Average [ms],Net Dwell Time STD [ms],Net Dwell Time Maximum [ms],Net Dwell Time Minimum [ms],Dwell Time Total [ms],Dwell Time Average [ms],Dwell Time STD [ms],Dwell Time Maximum [ms],Dwell Time Minimum [ms],Glance Duration Total [ms],Glance Duration Average [ms],Glance Duration STD [ms],Glance Duration Maximum [ms],Glance Duration Minimum [ms],Diversion Duration Total [ms],Diversion Duration Average [ms],Diversion Duration STD [ms],Diversion Duration Maximum [ms],Diversion Duration Minimum [ms],First Fixation Duration Total [ms],First Fixation Duration Average [ms],First Fixation Duration STD [ms],First Fixation Duration Maximum [ms],First Fixation Duration Minimum [ms],Glances Count Total,Glances Count Average,Glances Count STD,Glances Count Maximum,Glances Count Minimum,Revisits Total,Revisits Average,Revisits STD,Revisits Maximum,Revisits Minimum,Fixation Count Total,Fixation Count Average,Fixation Count STD,Fixation Count Maximum,Fixation Count Minimum,Appearance Count Total,Appearance Count Average,Appearance Count STD,Appearance Count Maximum,Appearance Count Minimum,Visible Time Total [ms],Visible Time Average [ms],Visible Time STD [ms],Visible Time Maximum [ms],Visible Time Minimum [ms],Visible Time Total [%],Visible Time Average [%],Visible Time STD [%],Visible Time Maximum [%],Visible Time Minimum [%],Net Dwell Time Total [%],Net Dwell Time Average [%],Net Dwell Time STD [%],Net Dwell Time Maximum [%],Net Dwell Time Minimum [%],Dwell Time Total [%],Dwell Time Average [%],Dwell Time STD [%],Dwell Time Maximum [%],Dwell Time Minimum [%],Fixation Time Total [ms],Fixation Time Average [ms],Fixation Time STD [ms],Fixation Time Maximum [ms],Fixation Time Minimum [ms],Fixation Time Total [%],Fixation Time Average [%],Fixation Time STD [%],Fixation Time Maximum [%],Fixation Time Minimum [%],Subject Hit Count,Subject Hit Count [%],Revisitors Count,Time to First Mouse Click Total [ms],Time to First Mouse Click Average [ms],Time to First Mouse Click STD [ms],Time to First Mouse Click Maximum [ms],Time to First Mouse Click Minimum [ms],
hh.avi,torso,,Local,11,13014,0.6,0,111161,196527.3,16377.3,17479.8,57058.4,289.7,11,83974.1,5998.1,7254.0,25143.1,0.0,76535.0,5466.8,7384.6,24136.7,0.0,80621.7,5758.7,7564.4,24788.8,0.0,84277.6,6019.8,7847.7,25527.2,0.0,4029.3,287.8,528.4,2191.6,80.0,93.0,6.6,7.4,20.0,0.0,92.0,5.6,7.4,19.0,-,131.0,9.4,11.1,34.0,0.0,50.0,3.6,1.0,4.0,1.0,704988.2,50356.3,20557.8,58749.0,0.0,1182.0,84.4,23.6,100.0,0.0,128.9,9.2,11.1,38.6,0.0,117.5,8.4,11.3,37.0,0.0,74991.2,5356.5,0.0,23713.3,0.0,115.1,8.2,11.1,36.4,0.0,12.0,85.7,9.0,-,-,-,-,-,
hh.avi,head,,Local,12,9975,0.5,0,111161,54027.5,4911.6,11915.8,41103.0,222.2,5,176070.1,12576.4,10728.3,31160.1,0.0,169896.6,12135.5,10557.9,29984.5,0.0,178578.4,12755.6,10984.2,30708.9,0.0,185494.4,13249.6,11326.0,31519.4,0.0,4670.3,333.6,233.9,1027.8,99.9,164.0,11.7,10.5,37.0,0.0,163.0,10.7,10.5,36.0,-,234.0,16.7,18.7,68.0,0.0,50.0,3.6,1.0,4.0,1.0,704988.2,50356.3,20557.8,58749.0,0.0,1182.0,84.4,23.6,100.0,0.0,270.2,19.3,16.5,47.9,0.0,260.8,18.6,16.2,46.0,0.0,166042.9,11860.2,0.0,29630.0,0.0,254.9,18.2,15.8,45.5,0.0,11.0,78.6,10.0,-,-,-,-,-,
rh.avi,speaker 2,,Local,1,259346,12.5,0,111161,382752.7,47844.1,16525.6,50456.0,42961.8,24,6581.8,470.1,550.5,1772.5,0.0,5819.0,415.6,529.3,1875.4,0.0,6761.2,482.9,610.6,2147.0,0.0,7467.6,533.4,682.1,2371.0,0.0,1143.5,81.7,59.9,232.0,76.0,13.0,0.9,1.2,4.0,0.0,12.0,-,-,3.0,-,22.0,1.6,1.7,5.0,0.0,12.0,0.9,0.3,1.0,0.0,384072.0,27433.7,11199.8,32006.0,0.0,345.9,24.7,10.1,28.9,0.0,5.9,0.4,0.5,1.6,0.0,5.2,0.4,0.5,1.7,0.0,5127.9,366.3,0.0,1831.0,0.0,4.6,0.3,0.4,1.6,0.0,8.0,57.1,2.0,-,-,-,-,-,
rh.avi,speaker 1,,Local,2,248043,12.0,0,111161,563014.9,46917.9,4647.7,59481.2,42798.2,22,29004.0,2071.7,2559.7,8501.9,0.0,25211.2,1800.8,2362.9,7691.0,0.0,27564.8,1968.9,2407.2,7961.6,0.0,29863.4,2133.1,2452.9,8121.6,0.0,3114.0,222.4,185.5,771.9,52.0,39.0,2.8,2.1,8.0,0.0,38.0,1.8,2.1,7.0,-,59.0,4.2,3.6,11.0,0.0,12.0,0.9,0.3,1.0,0.0,384072.0,27433.7,11199.8,32006.0,0.0,345.9,24.7,10.1,28.9,0.0,26.1,1.9,2.3,7.7,0.0,22.7,1.6,2.1,6.9,0.0,24013.9,1715.3,0.0,7163.9,0.0,21.6,1.5,2.0,6.4,0.0,12.0,85.7,10.0,-,-,-,-,-,
rh.avi,brown toy,,Local,3,126681,6.1,0,111161,155925.6,11994.3,10856.5,27933.2,303.6,9,85051.7,6075.1,3510.1,14745.1,0.0,79481.1,5677.2,3308.2,13965.9,0.0,85018.3,6072.7,3484.2,14645.5,0.0,90389.3,6456.4,3651.7,15237.3,0.0,5949.7,425.0,394.2,1499.8,96.0,101.0,7.2,4.3,14.0,0.0,100.0,6.2,4.3,13.0,-,180.0,12.9,7.0,25.0,0.0,14.0,1.0,0.0,1.0,1.0,473866.4,33847.6,13153.4,39216.0,823.8,623.8,44.6,22.6,100.0,35.3,91.5,6.5,3.7,15.2,0.0,83.8,6.0,3.2,12.6,0.0,74650.6,5332.2,0.0,13905.9,0.0,79.5,5.7,3.3,12.5,0.0,13.0,92.9,12.0,-,-,-,-,-,
rh.avi,green toy,,Local,4,93726,4.5,0,111161,85316.0,10664.5,13204.6,39005.9,523.2,7,5292.9,378.1,421.8,1291.0,0.0,4282.5,305.9,360.9,1111.8,0.0,5752.9,410.9,477.7,1480.4,0.0,6732.9,480.9,561.5,1784.3,0.0,1711.5,122.3,105.1,398.9,52.0,14.0,1.0,1.0,3.0,0.0,13.0,0.0,1.0,2.0,-,19.0,1.4,1.6,5.0,0.0,14.0,1.0,0.0,1.0,1.0,473866.4,33847.6,13153.4,39216.0,823.8,623.8,44.6,22.6,100.0,35.3,4.8,0.3,0.4,1.2,0.0,3.9,0.3,0.3,1.0,0.0,4103.3,293.1,0.0,1043.9,0.0,3.7,0.3,0.3,0.9,0.0,8.0,57.1,5.0,-,-,-,-,-,
rh.avi,leg 1,,Local,5,39328,1.9,0,111161,114796.6,8830.5,11954.1,42505.8,0.5,6,103772.6,7412.3,7175.4,28283.2,8.0,91948.9,6567.8,6990.3,27720.3,0.0,100318.2,7165.6,7424.8,29541.1,0.0,108757.3,7768.4,7921.4,31558.5,0.0,4687.3,334.8,429.5,1847.8,108.0,171.0,12.2,9.4,33.0,0.0,170.0,11.2,9.4,32.0,-,221.0,15.8,13.8,47.0,0.0,38.0,2.7,0.7,3.0,1.0,1225990.4,87570.7,35083.6,101893.0,823.8,1301.1,92.9,2.9,100.0,91.7,102.4,7.3,6.1,25.4,0.9,88.9,6.3,6.1,24.9,0.0,89246.4,6374.7,0.0,26837.9,0.0,86.4,6.2,5.9,24.1,0.0,13.0,92.9,12.0,-,-,-,-,-,
rh.avi,leg 2,,Local,6,32105,1.5,0,111161,164674.8,11762.5,22532.8,91057.3,190.8,8,91991.1,6570.8,5018.8,17083.7,102.9,85912.0,6136.6,4889.5,15853.9,64.0,94293.8,6735.3,5241.1,16919.5,64.0,102245.1,7303.2,5593.7,17896.5,64.0,4428.8,316.3,440.5,1847.8,64.0,164.0,11.7,8.3,25.0,1.0,163.0,10.7,8.3,24.0,0.0,208.0,14.9,11.4,37.0,1.0,38.0,2.7,0.7,3.0,1.0,1225990.4,87570.7,35083.6,101893.0,823.8,1301.1,92.9,2.9,100.0,91.7,101.9,7.3,4.1,15.4,1.1,91.3,6.5,3.8,14.3,0.7,83540.7,5967.2,0.0,15547.7,64.0,89.2,6.4,3.7,14.0,0.7,14.0,100.0,12.0,-,-,-,-,-,
rh.avi,hand 2,,Local,7,17196,0.8,0,111161,568153.9,47346.2,24044.5,69020.9,11715.6,23,37503.2,2678.8,2223.6,8652.1,0.0,31081.5,2220.1,1817.0,7532.0,0.0,34641.5,2474.4,2000.1,8271.9,0.0,38200.4,2728.6,2166.7,8956.5,0.0,5458.6,389.9,346.0,1211.8,78.2,72.0,5.1,4.3,17.0,0.0,71.0,4.1,4.3,16.0,-,87.0,6.2,5.2,20.0,0.0,38.0,2.7,0.7,3.0,1.0,1225990.4,87570.7,35083.6,101893.0,823.8,1301.1,92.9,2.9,100.0,91.7,33.8,2.4,2.0,7.8,0.0,28.0,2.0,1.6,6.8,0.0,29991.7,2142.3,0.0,7360.6,0.0,27.0,1.9,1.6,6.6,0.0,12.0,85.7,11.0,-,-,-,-,-,
rh.avi,arm 2,,Local,8,14044,0.7,0,111161,252861.1,42143.5,26948.9,72968.6,17536.5,21,9525.0,680.4,738.7,2219.8,0.0,6433.6,459.5,687.1,1783.7,0.0,7353.2,525.2,740.3,2095.4,0.0,8143.9,581.7,826.4,2427.5,0.0,1920.1,137.2,132.5,503.7,60.0,19.0,1.4,2.1,7.0,0.0,18.0,0.4,2.1,6.0,-,19.0,1.4,2.1,7.0,0.0,38.0,2.7,0.7,3.0,1.0,1225990.4,87570.7,35083.6,101893.0,823.8,1301.1,92.9,2.9,100.0,91.7,8.6,0.6,0.7,2.0,0.0,5.8,0.4,0.6,1.6,0.0,6367.5,454.8,0.0,1783.7,0.0,5.7,0.4,0.6,1.6,0.0,6.0,42.9,4.0,-,-,-,-,-,
rh.avi,hand 1,,Local,9,16891,0.8,0,111161,306181.6,25515.1,8126.4,30937.4,3.5,16,54832.3,3916.6,2883.0,11430.1,0.0,49900.2,3564.3,3060.6,11575.5,0.0,54854.9,3918.2,3258.5,12488.1,0.0,60069.3,4290.7,3491.5,13392.9,0.0,3086.7,220.5,166.0,751.9,64.2,101.0,7.2,4.1,16.0,0.0,100.0,6.2,4.1,15.0,-,129.0,9.2,6.3,24.0,0.0,38.0,2.7,0.7,3.0,1.0,1225990.4,87570.7,35083.6,101893.0,823.8,1301.1,92.9,2.9,100.0,91.7,49.7,3.6,2.6,10.3,0.0,44.9,3.2,2.8,10.4,0.0,48159.3,3439.9,0.0,11189.9,0.0,43.4,3.1,2.7,10.1,0.0,12.0,85.7,12.0,-,-,-,-,-,
rh.avi,arm 1,,Local,10,15076,0.7,0,111161,356104.1,35610.4,29695.1,100916.6,2402.7,20,20647.7,1474.8,2179.7,8192.6,0.0,26016.0,1858.3,3542.1,13242.5,0.0,28383.9,2027.4,3694.6,13927.6,0.0,30279.3,2162.8,3840.0,14559.6,0.0,2717.7,194.1,164.8,583.8,95.9,40.0,2.9,3.3,13.0,0.0,39.0,1.9,3.3,12.0,-,43.0,3.1,3.8,15.0,0.0,38.0,2.7,0.7,3.0,1.0,1225990.4,87570.7,35083.6,101893.0,823.8,1301.1,92.9,2.9,100.0,91.7,18.6,1.3,2.0,7.4,0.0,23.4,1.7,3.2,11.9,0.0,25822.3,1844.4,0.0,13100.9,0.0,23.2,1.7,3.2,11.8,0.0,10.0,71.4,9.0,-,-,-,-,-,
rh.avi,head,,Local,11,29274,1.4,0,111161,50591.8,4216.0,8537.1,31521.4,5.9,3,310100.3,22150.0,15410.8,48647.8,0.0,291497.0,20821.2,14362.8,43824.9,0.0,311017.5,22215.5,15390.3,49275.4,0.0,328577.9,23469.8,16302.4,52886.1,0.0,4864.2,347.4,467.2,1951.8,56.2,353.0,25.2,17.4,54.0,0.0,352.0,24.2,17.4,53.0,-,541.0,38.6,31.3,108.0,0.0,38.0,2.7,0.7,3.0,1.0,1225990.4,87570.7,35083.6,101893.0,823.8,1301.1,92.9,2.9,100.0,91.7,279.3,19.9,13.9,43.8,0.0,262.5,18.8,12.9,39.5,0.0,281209.7,20086.4,0.0,39418.9,0.0,253.3,18.1,12.3,35.5,0.0,12.0,85.7,12.0,-,-,-,-,-,
rh.avi,torso,,Local,12,21715,1.0,0,111161,17346.5,1334.3,1500.1,4917.4,3.8,1,196302.7,14021.6,8558.2,27316.4,36.8,160172.6,11440.9,7716.5,25773.4,0.0,177550.3,12682.2,8288.1,27757.5,0.0,191365.5,13669.0,8778.3,29364.4,0.0,2929.9,209.3,107.3,459.4,56.0,297.0,21.2,11.3,40.0,0.0,296.0,20.2,11.3,39.0,-,363.0,25.9,14.3,46.0,0.0,38.0,2.7,0.7,3.0,1.0,1225990.4,87570.7,35083.6,101893.0,823.8,1301.1,92.9,2.9,100.0,91.7,202.1,14.4,6.7,24.6,4.0,162.9,11.6,6.7,23.2,0.0,156217.5,11158.4,0.0,25241.5,0.0,154.7,11.1,6.3,22.7,0.0,13.0,92.9,12.0,-,-,-,-,-,
