Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time Total [ms],Entry Time Average [ms],Entry Time STD [ms],Entry Time Maximum [ms],Entry Time Minimum [ms],Sequence,Net Dwell Time Total [ms],Net Dwell Time Average [ms],Net Dwell Time STD [ms],Net Dwell Time Maximum [ms],Net Dwell Time Minimum [ms],Dwell Time Total [ms],Dwell Time Average [ms],Dwell Time STD [ms],Dwell Time Maximum [ms],Dwell Time Minimum [ms],Glance Duration Total [ms],Glance Duration Average [ms],Glance Duration STD [ms],Glance Duration Maximum [ms],Glance Duration Minimum [ms],Diversion Duration Total [ms],Diversion Duration Average [ms],Diversion Duration STD [ms],Diversion Duration Maximum [ms],Diversion Duration Minimum [ms],First Fixation Duration Total [ms],First Fixation Duration Average [ms],First Fixation Duration STD [ms],First Fixation Duration Maximum [ms],First Fixation Duration Minimum [ms],Glances Count Total,Glances Count Average,Glances Count STD,Glances Count Maximum,Glances Count Minimum,Revisits Total,Revisits Average,Revisits STD,Revisits Maximum,Revisits Minimum,Fixation Count Total,Fixation Count Average,Fixation Count STD,Fixation Count Maximum,Fixation Count Minimum,Appearance Count Total,Appearance Count Average,Appearance Count STD,Appearance Count Maximum,Appearance Count Minimum,Visible Time Total [ms],Visible Time Average [ms],Visible Time STD [ms],Visible Time Maximum [ms],Visible Time Minimum [ms],Visible Time Total [%],Visible Time Average [%],Visible Time STD [%],Visible Time Maximum [%],Visible Time Minimum [%],Net Dwell Time Total [%],Net Dwell Time Average [%],Net Dwell Time STD [%],Net Dwell Time Maximum [%],Net Dwell Time Minimum [%],Dwell Time Total [%],Dwell Time Average [%],Dwell Time STD [%],Dwell Time Maximum [%],Dwell Time Minimum [%],Fixation Time Total [ms],Fixation Time Average [ms],Fixation Time STD [ms],Fixation Time Maximum [ms],Fixation Time Minimum [ms],Fixation Time Total [%],Fixation Time Average [%],Fixation Time STD [%],Fixation Time Maximum [%],Fixation Time Minimum [%],Subject Hit Count,Subject Hit Count [%],Revisitors Count,Time to First Mouse Click Total [ms],Time to First Mouse Click Average [ms],Time to First Mouse Click STD [ms],Time to First Mouse Click Maximum [ms],Time to First Mouse Click Minimum [ms],
hl.avi,torso,,Local,11,13318,0.6,0,68094,75070.4,10724.3,18891.9,56551.4,213.3,8,49243.2,7034.7,3424.2,12033.5,1117.3,30537.3,4362.5,2662.9,7104.2,587.5,36081.4,5154.5,2988.6,8221.8,671.6,39213.7,5602.0,3143.4,8895.5,735.6,1198.1,171.2,158.7,552.0,76.0,79.0,11.3,5.4,19.0,2.0,78.0,10.3,5.4,18.0,1.0,97.0,13.9,7.6,23.0,2.0,21.0,3.0,0.0,3.0,3.0,412412.0,58916.0,0.0,58916.0,58916.0,605.6,86.5,0.0,86.5,86.5,72.3,10.3,5.0,17.7,1.6,44.8,6.4,3.9,10.4,0.9,29493.7,4213.4,0.0,6939.6,587.5,43.3,6.2,3.7,10.2,0.9,7.0,100.0,7.0,-,-,-,-,-,
hl.avi,head,,Local,12,9858,0.5,0,68094,55259.7,9209.9,13729.8,38942.6,326.7,7,74128.3,10589.8,9897.2,27797.2,1010.2,68046.2,9720.9,10173.6,26776.3,0.0,71964.9,10280.7,10425.0,27924.6,348.0,76310.9,10901.6,10967.7,29670.6,348.0,2086.9,298.1,166.1,596.0,100.0,84.0,12.0,8.6,26.0,0.0,83.0,11.0,8.6,25.0,-,95.0,13.6,10.2,28.0,0.0,21.0,3.0,0.0,3.0,3.0,412412.0,58916.0,0.0,58916.0,58916.0,605.6,86.5,0.0,86.5,86.5,108.9,15.6,14.5,40.8,1.5,99.9,14.3,14.9,39.3,0.0,67483.2,9640.5,0.0,26572.3,0.0,99.1,14.2,14.8,39.0,0.0,6.0,85.7,6.0,-,-,-,-,-,
rl.avi,speaker 2,,Local,1,259324,12.5,0,68094,217979.2,54494.8,32491.9,63463.5,46596.0,24,1741.3,248.8,306.4,928.0,0.0,1279.7,182.8,220.6,639.8,0.0,1669.7,238.5,261.0,767.5,0.0,1949.6,278.5,288.7,839.5,0.0,495.7,70.8,61.9,151.9,55.8,4.0,0.6,0.5,1.0,0.0,3.0,-,-,0.0,-,7.0,1.0,1.1,3.0,0.0,7.0,1.0,0.0,1.0,1.0,181126.3,25875.2,0.0,25875.2,25875.2,266.0,38.0,0.0,38.0,38.0,2.6,0.4,0.4,1.4,0.0,1.9,0.3,0.3,0.9,0.0,1147.7,164.0,0.0,531.8,0.0,1.7,0.2,0.3,0.8,0.0,4.0,57.1,0.0,-,-,-,-,-,
rl.avi,speaker 1,,Local,2,248043,12.0,0,68094,323514.5,46216.4,6288.3,61441.4,42302.1,23,7098.9,1014.1,489.5,1535.5,184.0,5435.2,776.5,416.4,1327.9,110.5,6632.5,947.5,447.4,1503.8,174.5,7513.3,1073.3,505.0,1635.2,198.5,1210.4,172.9,86.8,368.0,80.0,17.0,2.4,0.9,4.0,1.0,16.0,1.4,0.9,3.0,0.0,24.0,3.4,1.8,6.0,1.0,7.0,1.0,0.0,1.0,1.0,181126.3,25875.2,0.0,25875.2,25875.2,266.0,38.0,0.0,38.0,38.0,10.4,1.5,0.7,2.3,0.3,8.0,1.1,0.6,2.0,0.2,5155.4,736.5,0.0,1275.9,110.5,7.6,1.1,0.6,1.9,0.2,7.0,100.0,6.0,-,-,-,-,-,
rl.avi,brown toy,,Local,3,126681,6.1,0,68094,44756.9,7459.5,8690.1,24052.4,637.6,5,46461.7,6637.4,3303.5,11205.6,0.0,43385.0,6197.9,3183.6,10708.1,0.0,46119.5,6588.5,3311.3,11046.0,0.0,48705.2,6957.9,3434.9,11466.8,0.0,1223.9,174.8,125.1,375.9,84.0,47.0,6.7,3.1,10.0,0.0,46.0,5.7,3.1,9.0,-,87.0,12.4,6.4,23.0,0.0,7.0,1.0,0.0,1.0,1.0,274512.0,39216.0,0.0,39216.0,39216.0,403.1,57.6,0.0,57.6,57.6,68.2,9.7,4.9,16.5,0.0,63.7,9.1,4.7,15.7,0.0,40044.3,5720.6,0.0,10516.0,0.0,58.8,8.4,4.5,15.4,0.0,6.0,85.7,6.0,-,-,-,-,-,
rl.avi,green toy,,Local,4,93726,4.5,0,68094,58439.4,14609.8,17402.9,39160.8,1157.7,9,1263.8,180.5,191.6,507.7,0.0,983.8,140.5,168.0,440.0,0.0,1432.3,204.6,217.3,600.0,0.0,1648.1,235.4,237.7,652.0,0.0,807.7,115.4,146.2,440.0,96.0,4.0,0.6,0.5,1.0,0.0,3.0,-,-,0.0,-,5.0,0.7,0.7,2.0,0.0,7.0,1.0,0.0,1.0,1.0,274512.0,39216.0,0.0,39216.0,39216.0,403.1,57.6,0.0,57.6,57.6,1.9,0.3,0.3,0.7,0.0,1.4,0.2,0.2,0.6,0.0,955.8,136.5,0.0,440.0,0.0,1.4,0.2,0.2,0.6,0.0,4.0,57.1,0.0,-,-,-,-,-,
rl.avi,leg 1,,Local,5,42015,2.0,0,68094,57091.0,8155.9,7190.5,19299.4,259.4,6,44721.3,6388.8,4637.8,12963.9,1070.0,30774.4,4396.3,3516.5,10102.7,429.3,34742.6,4963.2,3970.6,11938.4,618.4,37927.8,5418.3,4330.7,13235.0,671.0,1919.6,274.2,226.5,795.7,76.1,59.0,8.4,6.2,22.0,2.0,58.0,7.4,6.2,21.0,1.0,71.0,10.1,7.5,26.0,2.0,14.0,2.0,0.0,2.0,2.0,455638.3,65091.2,0.0,65091.2,65091.2,669.1,95.6,0.0,95.6,95.6,65.7,9.4,6.8,19.0,1.6,45.2,6.5,5.2,14.8,0.6,30055.6,4293.7,0.0,9874.6,327.0,44.1,6.3,5.1,14.5,0.5,7.0,100.0,7.0,-,-,-,-,-,
rl.avi,leg 2,,Local,6,26863,1.3,0,68094,104343.9,14906.3,22120.6,67321.7,283.3,11,37363.0,5337.6,2439.8,8757.9,843.2,42391.0,6055.9,3165.4,10838.5,500.0,45481.3,6497.3,3326.4,11110.3,500.0,48455.2,6922.2,3496.7,11302.2,500.0,3807.7,544.0,490.6,1643.8,140.0,66.0,9.4,5.6,19.0,1.0,65.0,8.4,5.6,18.0,0.0,78.0,11.1,6.7,22.0,1.0,14.0,2.0,0.0,2.0,2.0,455638.3,65091.2,0.0,65091.2,65091.2,669.1,95.6,0.0,95.6,95.6,54.9,7.8,3.6,12.9,1.2,62.3,8.9,4.6,15.9,0.7,41850.0,5978.6,0.0,10806.5,456.0,61.5,8.8,4.6,15.9,0.7,7.0,100.0,6.0,-,-,-,-,-,
rl.avi,hand 2,,Local,7,16049,0.8,0,68094,226709.6,37784.9,27133.8,67875.0,5.2,20,6290.8,898.7,693.4,1992.6,25.6,7603.5,1086.2,1205.5,3141.3,0.0,8479.6,1211.4,1280.4,3293.2,24.0,9099.5,1299.9,1367.9,3494.6,24.0,1297.7,185.4,122.0,392.0,66.0,19.0,2.7,2.3,7.0,0.0,18.0,1.7,2.3,6.0,-,22.0,3.1,3.0,9.0,0.0,14.0,2.0,0.0,2.0,2.0,455638.3,65091.2,0.0,65091.2,65091.2,669.1,95.6,0.0,95.6,95.6,9.2,1.3,1.0,2.9,0.0,11.2,1.6,1.8,4.6,0.0,7523.7,1074.8,0.0,3117.3,0.0,11.0,1.6,1.7,4.6,0.0,6.0,85.7,4.0,-,-,-,-,-,
rl.avi,arm 2,,Local,8,14024,0.7,0,68094,58717.4,19572.5,15125.7,28062.3,6308.3,13,10045.0,1435.0,1894.2,5640.6,44.0,7661.9,1094.6,1906.4,5381.8,0.0,8938.8,1277.0,2017.2,5734.2,0.0,9433.1,1347.6,2111.0,5961.5,0.0,1019.9,145.7,180.8,600.1,75.9,13.0,1.9,2.8,8.0,0.0,12.0,0.9,2.8,7.0,-,16.0,2.3,3.4,9.0,0.0,14.0,2.0,0.0,2.0,2.0,455638.3,65091.2,0.0,65091.2,65091.2,669.1,95.6,0.0,95.6,95.6,14.8,2.1,2.8,8.3,0.1,11.3,1.6,2.8,7.9,0.0,7581.9,1083.1,0.0,5345.8,0.0,11.1,1.6,2.8,7.9,0.0,3.0,42.9,2.0,-,-,-,-,-,
rl.avi,hand 1,,Local,9,18098,0.9,0,68094,178571.9,29762.0,11418.3,33479.1,28330.3,17,23685.0,3383.6,2412.0,6524.9,34.5,19060.3,2722.9,2155.7,5839.1,0.0,21456.4,3065.2,2349.2,5991.0,0.0,23079.2,3297.0,2474.7,6485.3,0.0,1583.6,226.2,220.7,723.7,92.0,34.0,4.9,3.4,12.0,0.0,33.0,3.9,3.4,11.0,-,51.0,7.3,5.4,17.0,0.0,14.0,2.0,0.0,2.0,2.0,455638.3,65091.2,0.0,65091.2,65091.2,669.1,95.6,0.0,95.6,95.6,34.8,5.0,3.5,9.6,0.1,28.0,4.0,3.2,8.6,0.0,17604.3,2514.9,0.0,5651.0,0.0,25.9,3.7,2.9,8.3,0.0,6.0,85.7,6.0,-,-,-,-,-,
rl.avi,arm 1,,Local,10,16508,0.8,0,68094,69712.7,34856.3,32819.4,60802.3,8910.3,19,2218.9,317.0,283.1,748.8,32.1,997.6,142.5,229.0,575.1,0.0,1652.6,236.1,360.7,823.7,0.0,1844.5,263.5,403.9,915.7,0.0,475.0,67.9,90.3,371.1,103.9,4.0,0.6,1.0,3.0,0.0,3.0,-,-,2.0,-,5.0,0.7,1.2,3.0,0.0,14.0,2.0,0.0,2.0,2.0,455638.3,65091.2,0.0,65091.2,65091.2,669.1,95.6,0.0,95.6,95.6,3.3,0.5,0.4,1.1,0.0,1.5,0.2,0.3,0.8,0.0,961.6,137.4,0.0,539.1,0.0,1.4,0.2,0.3,0.8,0.0,2.0,28.6,1.0,-,-,-,-,-,
rl.avi,head,,Local,11,30591,1.5,0,68094,20381.4,2911.6,3723.7,11253.5,383.3,2,90125.4,12875.1,9515.6,31600.5,743.9,82774.9,11825.0,10309.5,33838.5,351.9,88582.2,12654.6,10472.0,34482.2,423.9,93828.1,13404.0,10856.7,35742.6,535.8,2194.3,313.5,140.9,500.0,140.0,101.0,14.4,8.9,27.0,2.0,100.0,13.4,8.9,26.0,1.0,159.0,22.7,13.3,37.0,3.0,14.0,2.0,0.0,2.0,2.0,455638.3,65091.2,0.0,65091.2,65091.2,669.1,95.6,0.0,95.6,95.6,132.4,18.9,14.0,46.4,1.1,121.6,17.4,15.1,49.7,0.5,80330.1,11475.7,0.0,33701.4,324.0,118.0,16.9,15.1,49.5,0.5,7.0,100.0,7.0,-,-,-,-,-,
rl.avi,torso,,Local,12,22230,1.1,0,68094,8857.5,1265.4,1346.8,3878.8,3.7,1,76371.5,10910.2,5077.3,17819.1,1398.4,62674.2,8953.5,5223.5,18043.8,1255.7,70702.1,10100.3,5662.9,19445.5,1408.5,76103.1,10871.9,5976.5,20538.4,1534.5,2044.9,292.1,142.9,503.9,97.7,122.0,17.4,8.7,29.0,4.0,121.0,16.4,8.7,28.0,3.0,178.0,25.4,13.0,40.0,5.0,14.0,2.0,0.0,2.0,2.0,455638.3,65091.2,0.0,65091.2,65091.2,669.1,95.6,0.0,95.6,95.6,112.2,16.0,7.5,26.2,2.1,92.0,13.1,7.7,26.5,1.8,60247.7,8606.8,0.0,17638.4,1195.7,88.5,12.6,7.4,25.9,1.8,7.0,100.0,7.0,-,-,-,-,-,
